step,discrete_energy,gap,entropy
0,-42.0,1946.0,707.2198486328125
1,508.0,2496.0,701.4717407226562
2,814.0,2802.0,676.8756713867188
3,-312.0,1676.0,629.3274536132812
4,758.0,2746.0,564.7940063476562
5,706.0,2694.0,503.531005859375
6,196.0,2184.0,457.7850341796875
7,-304.0,1684.0,429.6007080078125
8,464.0,2452.0,418.1789855957031
9,554.0,2542.0,422.4431457519531
10,-56.0,1932.0,440.63616943359375
11,-114.0,1874.0,470.16387939453125
12,420.0,2408.0,507.95361328125
13,284.0,2272.0,550.0383911132812
14,-230.0,1758.0,590.6914672851562
15,108.0,2096.0,623.971435546875
16,140.0,2128.0,646.4290771484375
17,-158.0,1830.0,657.1437377929688
18,-140.0,1848.0,656.75439453125
19,-18.0,1970.0,646.8524169921875
20,-166.0,1822.0,629.3714599609375
21,-90.0,1898.0,607.0553588867188
22,-192.0,1796.0,583.8419189453125
23,-292.0,1696.0,564.0445556640625
24,-332.0,1656.0,551.1089477539062
25,-252.0,1736.0,546.856689453125
26,-282.0,1706.0,551.3195190429688
27,-336.0,1652.0,562.8773193359375
28,-300.0,1688.0,578.6788940429688
29,-320.0,1668.0,595.2457275390625
30,-348.0,1640.0,609.130615234375
31,-248.0,1740.0,617.7442626953125
32,-336.0,1652.0,619.8468627929688
33,-314.0,1674.0,615.6834716796875
34,-298.0,1690.0,606.9150390625
35,-326.0,1662.0,596.2069091796875
36,-162.0,1826.0,586.5909423828125
37,-176.0,1812.0,580.65576171875
38,-268.0,1720.0,579.762939453125
39,-252.0,1736.0,583.677490234375
40,-86.0,1902.0,590.675048828125
41,-116.0,1872.0,598.1785888671875
42,-50.0,1938.0,603.6539916992188
43,16.0,2004.0,605.4755859375
44,102.0,2090.0,603.462158203125
45,132.0,2120.0,598.863525390625
46,172.0,2160.0,593.8373413085938
47,212.0,2200.0,590.5232543945312
48,340.0,2328.0,590.1334228515625
49,462.0,2450.0,592.4635009765625
50,620.0,2608.0,596.061279296875
51,684.0,2672.0,599.0055541992188
52,612.0,2600.0,599.91748046875
53,662.0,2650.0,598.6339721679688
54,802.0,2790.0,596.211669921875
55,840.0,2828.0,594.2376098632812
56,798.0,2786.0,593.82763671875
57,718.0,2706.0,594.9774169921875
58,750.0,2738.0,596.675048828125
59,764.0,2752.0,597.6727905273438
60,780.0,2768.0,597.3997802734375
61,686.0,2674.0,596.310546875
62,558.0,2546.0,595.412109375
63,688.0,2676.0,595.39208984375
64,756.0,2744.0,596.079345703125
65,776.0,2764.0,596.7310791015625
66,668.0,2656.0,596.7596435546875
67,746.0,2734.0,596.2978515625
68,654.0,2642.0,595.9222412109375
69,744.0,2732.0,595.997802734375
70,746.0,2734.0,596.3150634765625
71,830.0,2818.0,596.4608154296875
72,768.0,2756.0,596.3231201171875
73,666.0,2654.0,596.1715698242188
74,760.0,2748.0,596.195556640625
75,706.0,2694.0,596.2890014648438
76,658.0,2646.0,596.3101806640625
77,648.0,2636.0,596.28857421875
78,608.0,2596.0,596.276611328125
79,724.0,2712.0,596.244384765625
80,842.0,2830.0,596.2539672851562
81,760.0,2748.0,596.324462890625
82,692.0,2680.0,596.2967529296875
83,722.0,2710.0,596.212890625
84,634.0,2622.0,596.2999267578125
85,538.0,2526.0,596.3390502929688
86,790.0,2778.0,596.2232055664062
87,670.0,2658.0,596.299560546875
88,542.0,2530.0,596.3177490234375
89,682.0,2670.0,596.2523193359375
90,772.0,2760.0,596.3031616210938
91,720.0,2708.0,596.28369140625
92,698.0,2686.0,596.2801513671875
93,642.0,2630.0,596.2837524414062
94,650.0,2638.0,596.2842407226562
95,728.0,2716.0,596.2324829101562
96,740.0,2728.0,596.26220703125
97,736.0,2724.0,596.2628173828125
98,742.0,2730.0,596.1936645507812
99,650.0,2638.0,596.239013671875
100,676.0,2664.0,596.2306518554688
101,668.0,2656.0,596.2532958984375
102,714.0,2702.0,596.171630859375
103,698.0,2686.0,596.2860107421875
104,706.0,2694.0,596.2009887695312
105,746.0,2734.0,596.2063598632812
106,754.0,2742.0,596.3240356445312
107,728.0,2716.0,596.1589965820312
108,734.0,2722.0,596.2837524414062
109,684.0,2672.0,596.293701171875
110,626.0,2614.0,596.1725463867188
111,604.0,2592.0,596.3137817382812
112,558.0,2546.0,596.2562866210938
113,546.0,2534.0,596.262939453125
114,536.0,2524.0,596.2646484375
115,614.0,2602.0,596.2723999023438
116,494.0,2482.0,596.30224609375
117,570.0,2558.0,596.1900634765625
118,640.0,2628.0,596.350341796875
119,646.0,2634.0,596.2337646484375
120,610.0,2598.0,596.2200927734375
121,658.0,2646.0,596.383056640625
122,584.0,2572.0,596.1240234375
123,730.0,2718.0,596.36962890625
124,754.0,2742.0,596.2493896484375
125,492.0,2480.0,596.1800537109375
126,386.0,2374.0,596.431396484375
127,408.0,2396.0,596.0936279296875
128,514.0,2502.0,596.35888671875
129,392.0,2380.0,596.243408203125
130,310.0,2298.0,596.1806030273438
131,398.0,2386.0,596.3540649414062
132,300.0,2288.0,596.03076171875
133,182.0,2170.0,596.2808227539062
134,206.0,2194.0,596.0597534179688
135,152.0,2140.0,595.9030151367188
136,82.0,2070.0,596.011962890625
137,-2.0,1986.0,595.4194946289062
138,-178.0,1810.0,595.4467163085938
139,-414.0,1574.0,595.0765380859375
140,-412.0,1576.0,594.5294189453125
141,-390.0,1598.0,594.4537353515625
142,-592.0,1396.0,593.521728515625
143,-756.0,1232.0,593.0568237304688
144,-844.0,1144.0,592.212646484375
145,-1054.0,934.0,590.6419067382812
146,-986.0,1002.0,589.6029663085938
