-812,-47.75,30.5,2.75,30.5,-26.5,-73.75,-34.25,14.5,12.75,-20,-15.25,34,12.5,32.75,-30.5,11,-0.75,-36,-20,-39.5,37.5,22.5,-45.25,20.5,-27,70,90.75,-20,-9,-41.25,-23,119.5,-18,-19.25,91,-38.5,-29,-15.5,42,-35,36,-41.25,-32,58.5,52.5,-14,76.75,19.75,53.5,53.75,-45.5,-22.75,-75,99,5.25,128,-39.5,-0.5,-5.75,11.5,15.75,84,108.5,-36.5,55,42.75,63.75,67,39,12.25,37,1.5,-78.25,41.25,-29.25,-60.5,-5.25,93,-98.5,-39.5,9.25,33.75,-11.25,-36.25,-3,-27.25,-42.25,29,-99.25,53,-114,11,4.75,-1.5,-42.25,40,28.5,-19.75,-11.5,-41.75,27.25,11,3.5,54,54.75,20.75,49.25,27.75,18.25,-14.5,-0.75,-39.5,22.5,-13.75,43.75,17.5,84,65.75,13.5,-33.5
-47.75,25,4.75,0,0,-1.5,0,-2.25,4.25,0,0,0,0,0,7.75,0.75,-7.25,0,0,-7.5,0,0,3.75,0,0,0,-8.5,0,0,7.75,4.75,0,0,0,0,4,0,0,-0.75,0,0,0,5.25,0,0,0,-5.25,0,10.75,0,0,-8.5,0,0,-4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0,0,-9.25,0,-9.75,0,0,5,0,0,0,0,1,0,0,0,0,5.75,-10.5,-1,0,8.5,0,0,0,0,0,0,12.25,10,0,0,0,0,0,0,-3,-3.25,0,0.75,0
30.5,4.75,7,0,0,0,5.5,4.5,-1.5,0,0,-10.25,0,0,0,-3.75,0,0,0,0,0,0,0,0.75,0,0,0,0,0,-8.25,0,0,7,0,0,0,0,0,0,-0.75,0,-0.5,-5.75,4.75,-8.75,0,0,-5.75,3.5,0,-4.25,0,0,-7,0,0,0,0,0,0,3,0,0,-6.25,0,-2.25,-4.25,0,-9.25,-12,0,0,10.25,0,0,0,-2.75,11.5,0,0,0,11.5,8.5,7.75,0,0,0,0,-9.25,0,0,0,0,-11,0,0,-4,0,0,0,-10.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,12.5
2.75,0,0,-17.25,-6.75,0,0,0,9.25,0,5,0,-3.75,0,0,2.25,0,-3,-5,0,0,0,5.5,0,0,6.25,8.5,0,-9.75,0,0,0,-4.5,5.25,3.5,0,0,0,0,0,0,0,0,0,0,6.25,0,0,-12.5,0,0,-9.75,4.25,0,0,11,0,-0.25,0,0,9.25,-10.5,0,1,9.5,0,0,0,0,0,2.25,-5,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,-4.5,-9.5,0,0,-7.25,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-5.5,12
30.5,0,0,-6.75,8.5,0,0,0,0,0,0,4,-12.25,0,-1.25,0,0,0,0,0.5,-1.25,0,-10.25,6.25,2,0,0,0,-2.5,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,9,5,0,0,0,0,0,-10.25,0,-6.25,11.75,0,0,0,9,0,0,0,5.75,0,0,0,10.25,3,0,0,0,0,2.5,0,-7.75,0,8.25,0,0,-9.25,0,0,0,0,-0.5,0,0,0,-8,-9,0,0,0,0,0,0,-9.5,0,0,0,0,-12.5,0.5,0,0,0,0,-9.5,0,1,-10.25,-1.25,-1.5,0,0.5,0,0,-8.5,0,0,0,10.5
-26.5,-1.5,0,0,0,4,0,0,-3.75,0,0,-0.5,0,0,0,-9.75,0,0,-3.5,0,0,0,0,-2.75,0,0,0,0,0,0,0,6,-12.5,7.75,0,5.25,6,0,-0.25,7.25,11.75,0,0,0,0.5,0,0,0,0,-6.75,0,-10,0,0,0,11.75,5.5,0,0,0,12.25,0,0,0,6,0,2,0,0,0,0,0.75,0,0,0,0,0,0,10,0,4.75,0,0,0,0,0,-9,0,0,0,-10.75,0,0,-3,-5.25,-3.75,0,-0.75,0,0,0,3.75,-8.25,0,0,0,-1.25,0,0,0,0,0,-0.5,0,0,10.25,0,0,4.75,0,0
-73.75,0,5.5,0,0,0,-0.75,0,0,0,0,8.75,0,0,0,0,-7.5,10.25,0,0,0,-2.75,-5.25,11,0,0,0,0,0,12.5,8.25,0,0,0,0,0,0,0,-1.5,-3,-0.25,0,0,0,4.25,2.75,0,6.5,0,0,-9.75,0,12,0,-9.5,-1,0,0,-0.25,0,0,0,0,-10,0,0,0,3.25,0,0,0,0,9,0,11.75,0,0,0,0,9,0,-6.75,0,0,0,0,-6.75,0,0,0,0,0,0,2.5,0,0,0,5,0,0,0,0,0,0,0,-4.75,0,8.75,0,12.5,0,0,0,0,0,0,0,0,0,0,0
-34.25,-2.25,4.5,0,0,0,0,21.75,0,2,0,0,0,0,7.75,0,0,0,-9,6.25,0,0,-3.25,-3.75,0,0,0,0,9.25,0,0,0,0,-9.75,0,-4.5,0,0,0,0,0,-8,0,0,0,0,-12.5,8.5,0,0,0,0,-4,0,-10,0,0,1.5,2.75,0,0,0,-10,0,0,0,0,8.75,0,1,0,0,0,8.75,0,0,0,0,0,9,0,0,-8,0,0,0,0,0,2.5,0,0,-4.5,0,0,0,0,11,-3.75,9.75,0,0,-12.5,0,0,0,0,0,0,-1,5,0,0,0,0,0,0,8.5,0,0,12.5,0
14.5,4.25,-1.5,9.25,0,-3.75,0,0,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,5.75,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0,0,-8.25,0,0,0,-7.75,0,11.25,0,0,0,3.5,0,0,0,0,0,0,0,0,10.25,5.5,0,-11.25,0,0,0,0,0,-8,0,-3.5,0,0,5.25,9.25,0,0,0,0,9.25,-7.75,-9.75,0,0,-0.5,0,0.5,-10,-4.75,0,0,0,0,0,0,0,0,0,-10.75,0,0,-8.5,-6.75,0,0,0,0,0,0,-8.5,0,7,-8,-11,0,0
12.75,0,0,0,0,0,0,2,0,19.5,0,0,-10.5,0,0,0,-8.5,0,0,0,1.5,7.75,0,0,3.5,0,-12.25,0,12.25,-6.75,5.5,0,0,0,0,0,0,0,-2,0,-9.5,-1.75,4.25,0,0,0,0,0,0,12.25,0,7.75,0,3.75,0,0,0,0,0,0,0,-11.5,-11.25,-11.75,0,-0.75,0,0,0,0,0,-5,0,0,0,0,4.25,-1.75,0,0,0,0,-12.25,0,0,5.75,0,0,0,8,0,0,0,-12.5,8.25,-3.25,6,0,0,0,0,0,-1,0,-9.5,5.25,0,11.75,0,1.75,0,0,0,-3,0,0,-9,0,0,0,0
