1574.5,-53.75,-55,-5.25,-61.5,-103,2.25,-127,-50.25,-20.25,-56.25,-42.25,15.25,-7.5,106.5,-29.25,51,-18.75,12.75,-56.25,-1.25,-24.5,-36.5,40.5,-65,121,-33,-47.25,22.25,-4.5,-1.5,33.5,-78.5,27.25,26.5,-49,-59.25,-88.5,72.5,10.75,-107.75,-65,17,84.5,-3.25,-18.5,5.5,-28.75,-19,-19.75,-14.25,-12,27,-21.5,-44,43,-68.5,1.75,-0.75,0,-17.5,3.25,-29.75,19.25,12,-2.5,14.5,5.75,-30.25,-55.5,-68.75,-67.25,-54,-26.5,-7.25,-9.75,40.75,-17.75,-14.25,89.5,8.25,-1.25,-35.5,-10,17.25,-11,-30,-42.25,-37.75,-11.75,-10,13.5,35,-110.5,-1.75,-25.75,-20.5,12,0.75,53,17.5,54.5,-46.75,-66.25,-35.5,-25,-14.5,-57.5,51.5,0.5,-76.25,0.5,19,-11.75,-76,4.75,-3.25,5.75,4.5,0.5,-19.25
-53.75,25,10,10.25,4,0,-0.5,0,0,0,0,0,0,-6.5,0,-9.25,0,-9.25,0,-11.5,9.25,0,0,0,0,0,0,4.75,0,5.25,0,0,-1.25,-9,0.75,0,0,0,-6,9.5,0,0,0,0,0,9.25,10.75,0,-4.5,-12.25,2,0,-9.75,0,0,-1,0,0,0,1.75,0.75,0,1,-4,7,0,0,0,-1.75,0,0,0,7.75,7.5,-6.5,0,-7,0,0,0,6.25,9.5,0,10,-9,0,0,-8.75,0,0,0,-11.5,0,0,0,-5.5,0,0,-1.5,0,11.25,0,2,0,8.5,0,10,0,0,8.75,3.5,0,0,0,0,-12.25,0,0,6,0,0
-55,10,-7.25,-7.75,0,2.5,-6.25,0,-4.25,0,0,0,0,0,-7.25,3.5,-1.25,0,-11.75,0.75,0,10.75,0,0,0,0,0,6,0,10,-7.25,0,-10.25,0,0,0,6,0,0,1.25,8.5,8,0,0,0,0,12.25,0,9,1.75,0,-3,0,0.5,1.75,11.25,0,-7.5,0,0,8,4.5,6.5,0,0,0,0,0,12.5,0,0,6.25,12.25,0,0,-10,0,0,10.75,0,0,-7,0,0,0,0,0,0,0,0,-2.75,-12.5,0,0,0,7.25,0,0,0,0,0,0,0,-5.75,-10.25,-3,0,0,0,0,0,0,0,0,0,7.25,0,1,0,0,0
-5.25,10.25,-7.75,-1.75,0,0,-2.25,1,0,0,0,0,0,0,4.75,-3.75,0,-2.5,0.25,-2.5,0,0,0,0,0,0,0,0,0,0,0,-9,1,0,0,0,9,0,0,-8.5,-0.75,0,-1.25,-12,5.5,0,-12,0,-9.5,0,0,0,0,6.25,-12.5,0,0,0,0.75,0,-1.5,0,0,0,2.5,0,0,0,1.75,0,10.5,0,0,0,0,0,0,1,2.75,0,0,0,0,11.5,-3.25,0,0,0,0,0,0,1.75,3.5,0,0,12.5,0,-8.5,0,-10,0,0,10.5,7.75,0,0,1.75,0,0,2.5,0,0,0,0,0,0,0,-10.25,8.25,7.5,0
-61.5,4,0,0,-25,0,3.5,0,0,0,2.75,0,-0.75,1.5,5.5,0,0,-10,0,0,0,0,0,0,3.25,-6,0,0,0,0,-1,0,0,5.75,11.75,0,11.75,0,0,0,-8,2,0,0,3,0,12.25,0,0,7.75,0,10,11,12,0,0,2,0,0,0,0,-11.25,0,-8.75,-11.75,0,0,0,-3,0,0,0,0,0,6.75,0,6.25,1.25,0,0,0,0,0,0,0,0,1.75,0,-8.25,5.75,0,0,0,0,8.5,-1.75,0,0,0,0,0,0,10,0,0,0,0,0,8.25,0.75,0,0,-2.5,0,9.25,0,0,-8.75,0,0,0
-103,0,2.5,0,0,22.75,0,0,8.5,0,0,0,0,0,-0.75,0,0,0,5.5,0,0,-2.25,0,6.75,0,-11.25,0,0,0,0,-10.25,1.75,0,0,0,1.5,0,0,0,0,-9.5,0,0,-1,0,12.5,0,0,0,0,0,-7,0,0,0,0,0,-1,10.25,0,0,0,0,0,0,0,0,0,0,0,0,-2.75,0,0,10.5,10.25,2.75,0,0,0,0,0,0,0,0,7,0,0,9.5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7.75,0,0,0,0,12,6.75,0,0,0,0,0,-7.5,5.75,0,0,0,0
2.25,-0.5,-6.25,-2.25,3.5,0,-6,-3.25,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,6.75,0,0,-4,-3.25,0,7,0,0,0,0,0,0,0,12,0,11.5,0,0,0,0,0,0,0,-4.5,-10.25,1.25,-7.75,0,0,0,0,5,0,-9.25,0,0,0,0,0,5,0,8.25,0,0,0,0,0,0,2.5,0,0,2.25,0,0,0,0,11.5,2.25,0,0,-8.25,0,0,0,-4.5,0,0,0,0,-10.5,0,0,7.75,0,0,-4.25,0,-9,0,0,0,0,0,0,6.5,0,0,0,0,-5.25,0,7,0,0,7.5,-8.25,0,0,0
-127,0,0,1,0,0,-3.25,2.5,0,0,0,0,0,0,0,9.25,11.25,0,6.75,0,10,0,11.75,0,0,0.5,0,0,0,0,-10.25,-8.75,0,3,0,-12.25,0,0,0,1,10.5,0,-9.25,0,12.5,0,0,0,0,12.25,0,0,0,3.25,0,-3.5,10,-4.75,-10.5,-9.75,0,5.5,0,3,0,4,0,0,0,0,0,6,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,4.75,7,0,10.75,0,2,2,0,5.25,7,0,0,0,6.75,0,8.5,6.5,0,0,4.75,0,10.75,0,-1.25,0,0,1.75,0,-1,0,0,0
-50.25,0,-4.25,0,0,8.5,0,0,-13,0,-0.25,0,0,0,0,10,0,0,8,0,0,11,0,0,0,0,0,-5.75,-10.25,9.75,8,3.25,0,0,-3,-8.25,0,0,0,6.25,0,0,0,-0.5,0,-7.75,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,-3.25,0,0,0,0,-0.25,0,0,0,0,0,0,0,8.75,0,0,9.25,0,0,0,-5.5,0,0,0,0,9,0,11.5,-5.25,9.25,0,-10.25,0,-1.75,0,0,-3.25,0,0,0,0,10,0,7.75,0,-9.5,7.5,0,2,0,0,0,-9.25,0,0,2.25,5.75
-20.25,0,0,0,0,0,0,0,0,12.75,5.25,0,-2.25,0,0,0,0,0,-6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.75,0,12.25,0,0,0,0,0,-10.25,0,0,0,0,-8.25,0,11.25,0,0,0,8.5,1,0,0,0,0,-12,0,2.25,0,5.25,0,0,0,0,0,-10,0,0,0,0,0,0,9,-10.75,0,0,0,0,0,0,5.25,0,8.75,0,0,0,0,0,0,0,-3,0,0,0,7.5,0,0.75,0,0,6.25,0,0,0,-10.5,0,0,0,11,0,0,0,-6.25,0
