-706.5,-88.5,149,-23,23,-124.5,38.5,-95.5,-27.5,18.25,-76.75,-62.5,-7.75,26.75,77.5,12.5,-53,93.25,-42.25,-64,130.5,107.25,-97.25,-21.75,-41.25,5.5,-10.25,1.75,147.5,-29.25,106.5,39,-67,-74.5,141.25,-25,93.25,-57.25,24,-64.75,-194,-7.75,98,167,94,-51.75,37.75,-72.25,-44,-48.75,138.25,-33.75,-15.75,79.5,61.5,15.25,54.25,21.75,78.5,-45.75,38.5,209,126.75,-5.5,60.75,16.25,-20.5,79,23.5,-73.75,-48.5,117.25,-100,-74,-63,-92.75,-48.75,8.75,55.75,48.5,75,88.5,55.5,-93.5,68.5,-4.75,-42,-76.75,24.5,25.5,-7.75,48.5,-96.25,-121.25,-87,-25.5,107.25,22.25,44.5,7,23.25
-88.5,25,-7.25,-0.75,-6.25,7.75,4.75,5.5,10.75,10.75,-2.75,5,9.75,-12.25,7.5,4.5,8.25,12,11.5,5,2.5,0,9.5,-0.75,-2,10.75,8.5,-1.25,-10.75,0,7.5,1,-1.75,-2,5.5,2,-11.75,-7.5,-1,-11.25,7.75,0.5,-10,4.25,-0.5,-10.25,1.5,-7.25,4.75,-3.5,-3,-2.5,-9.25,1.75,-3.75,8.75,-12.5,-10.5,3,1.25,3.5,1.75,12,10.25,-10.5,-10.5,-11.75,-2.5,-1,-4.75,1.5,12.5,5,-4,0.5,8,-7.25,-3.75,5,-1.75,-3,-11.75,-6.25,10.25,9.25,7.25,-7,2,3.75,-12.5,4.25,2.5,-8.5,10,10.5,-1.25,10.75,0.75,11.5,-3,0.25
149,-7.25,14,-7.75,-5.75,10.75,-10.75,1.75,-8,7.5,7.5,-12.5,-5.75,0.25,4.25,4,-6.25,11.25,-11.5,5.75,5.25,-7.25,-1.25,-3.75,12.25,0.25,8.5,6,-3.25,1.5,10.5,-10.25,4.5,-10.5,-10.25,10.5,4.75,4.5,-12.5,-9.75,-0.5,10.75,-1,-5.75,4,-9.75,-10,1.25,-8.75,2.75,-0.25,-11,-7.25,-6.75,-6.5,7.5,-10.5,-7,-6.5,-10.25,-5.75,-8,0.25,-9,4.25,7,8.25,2.25,-1.5,-9,-4.75,1,-7.25,4.75,-1.25,-12,1.75,7.75,-0.5,-7.75,-5,-5.75,10.25,-5.5,-9,-2.25,-10.25,5.25,10.75,1.25,0,8.5,-8.25,11.75,-2.5,-10.25,-1,-7,-5.25,-7.5,-3.5
-23,-0.75,-7.75,-22.5,9.25,7.25,-10.75,-5.75,10,-6,7,10.5,-3,0.5,1,6,-3.5,3,7.25,5.25,-7.75,6.5,1.25,9.75,4.75,8.75,-7,2.75,5.5,-11,12.5,10.25,7.75,0,7.75,4,6,-8.5,-5,-11,5.25,-4.5,-10,10.5,5.25,-3.5,-7.75,-8.5,7.75,5.75,-12.5,-10.75,-7.25,-5,12.5,12.5,-3.5,3.5,-10.5,-0.25,10.25,10.5,6.75,12.25,6.25,-12,-1.75,0.25,-2,-7,5.5,5.5,0.25,4.25,-5.5,-4.75,4,-3,8.75,-5.25,-4,-5.25,-1,-4.75,8.5,11,8.75,-10,1,-10.5,-8,2.75,-2.75,11,-11.75,-11.25,-10.75,-1,2.5,-2.75,4.75
23,-6.25,-5.75,9.25,-15.5,8.25,-6.75,8.25,-0.5,12.25,-7.5,4,-2.25,3.5,-10.5,7.5,-5.25,-2,8.75,4.5,-0.75,-12,7,-9,-11.75,-10.5,8.5,-9.5,4,1.75,-10,-8,8.25,-9.25,-0.75,10,-2.25,-1.25,7,3.5,-4.5,-9,4.25,-4.5,0.75,7,-0.5,11.75,11.25,10.5,3.25,4.5,-4.25,-6.75,-3.5,-10.75,-6.75,10,-11.75,2.25,-3.5,-10.5,-10.25,12,11,6.25,9.25,-12,10.25,-3.75,-9,5.75,-0.25,-2.5,-8,0.5,11,8.5,-6,-10.25,9.25,-11.75,6.5,6.5,-3,0.25,-0.25,-11.25,8.25,-4.5,-0.5,12,12,-12,0.5,-12,2,-5,0.5,-3,11.75
-124.5,7.75,10.75,7.25,8.25,-0.5,9.75,2.5,6,4,5.25,4.75,-6.5,-11.5,6.25,6.75,-4.5,-10,6.75,9.75,-9,11.25,-3,9.5,-4,4.5,4.25,2,-11.75,4,-7,5,-9.25,-6.25,9.5,-4.5,-10.25,-5.5,12.5,8.25,0.75,10.5,-12.25,4,-10.75,6.25,12.25,9.25,8.25,6,-11,1,1.75,10.75,7.25,7.25,-6,-8.5,9.25,10,-4.75,-3.75,-6.5,4.5,-5.75,9,12,-8.75,-1.25,-0.25,-1.25,-9.5,2.75,0.75,-1.5,8.25,-5.25,-2,-12.5,-5,6.25,-4.5,5.5,11.75,11.25,-2.5,-2.25,0.25,9.5,6.25,12.25,-6,-8.5,8.25,0.5,-11.75,-3,-2.75,0,8.75,-3
38.5,4.75,-10.75,-10.75,-6.75,9.75,-25,0,11.75,10.25,-1,7,3,4.25,3.25,-10.5,-5,6.75,3.75,2.5,-10.5,-12.5,1,-11.5,5.5,-12,-6.25,-5,-10.25,-5.75,0.5,10,-1.5,4.25,-12,4.5,-3.75,9.75,-3.25,2.75,-4,-9.25,-7.75,-12,-4.5,1,6.75,12,6.75,-3.5,-7.25,-0.75,2,-6.25,8.75,-11.75,10,-3.25,11.5,7.25,-1,-11.75,5.5,1,6.75,-1.25,12.25,7.5,4.25,-2.75,-3.25,8.25,6.75,-5.75,2.25,1.5,0,-0.75,-8.5,-6,-3.25,5,-8,8.5,12.25,8,1,5.75,-2,5.25,0.25,-6.5,2.5,-6.75,-11.25,12.25,-2.5,-12.25,-1.25,9.5,-7
-95.5,5.5,1.75,-5.75,8.25,2.5,0,-15.25,-7,-4.5,12,-3.5,3,10.5,-6.5,11.25,-11.5,12.5,3.5,-12,-8,-7.25,5.75,6.25,-10.5,-2.5,3.25,9.75,-2,4.5,7,-0.75,7.5,6.5,-11.75,-1.75,5.75,5.75,7.5,2.75,-3,-8,8.5,-9.25,-4.25,7.5,9,7.75,-0.5,-1.25,-11,-12,2.75,7,-2,2,-10.75,-7.5,10,7.5,-9.25,-9.75,-12.25,-8.5,-7.75,-2.25,9,-10,6.25,1.5,-11.5,-4.25,-10.75,-11,6.5,11,-4,-2,9.75,9.25,3.25,9,10,11.5,2,7.75,9.25,8.75,12,10.75,2.5,-8.75,-0.75,4.25,5.5,-0.5,12.5,8.75,9,-1.75,5.5
-27.5,10.75,-8,10,-0.5,6,11.75,-7,1.75,-1,-1.25,-2,-2,11.75,-12.25,-0.5,-2.75,4,9.75,-11.25,-11.75,-9,1.25,-3.5,7.75,7.75,12.5,-2.25,5.25,-4.25,12.5,-12,1.75,-0.75,-3.75,-10.25,12.25,2.75,7.75,4.75,9.25,-10.75,7.25,0.75,-3.5,5,4.75,-2,-4.25,-2.75,-3.25,10.75,-10.5,-10,8,1.5,-10.75,-9.5,6,7.5,-4,-3.25,-4.5,7,8,-3.25,2.25,0.5,-2.25,-5,-0.5,10.5,-10.75,8.5,3,-9.25,2.5,-0.25,-10.25,12,-3,-3.75,8.75,-4.5,-5.5,11.5,-6,0,7.25,-3,-3.75,-2.5,-2.5,-3.75,11,-7.25,-1.25,11.75,-12.25,4.25,1.5
18.25,10.75,7.5,-6,12.25,4,10.25,-4.5,-1,-20.75,7.25,-4.75,-8.75,8,-11.5,7.5,-8.25,-12,-11.5,4,-10,-7.75,5.5,5,-1.25,0.75,-10.25,-8.75,3.5,-9.75,3,-0.5,2.25,-3,12,1.75,7.75,-8,9.25,8.25,-4,7.25,-0.5,4.25,-9.5,8.75,-3.5,-0.5,0.5,0.25,5.5,12,9.25,1,4.75,5.75,1.5,6,5.75,8.75,-1,-11.75,0,-2,11.5,3.25,-9.5,5.75,-3,-7.75,3,5.75,-10.5,-4.5,6,5.25,9.5,-5.75,1,-9,-9.25,6.25,1.75,4,-9,-7,10.5,1.25,8.25,8.75,-6.75,-1.75,1.5,-12.5,-10.25,-5.25,-12.5,1.5,-2.5,-7.5,-9.5
