-1599.5,-48.25,-62.25,20.5,63.5,-58.5,-51.75,32.5,91.75,80,62.25,-57.5,5.25,52,96.75,1.25,240,42.75,-87.75,-112,63,67,31,136.75,-130,1.25,-127.25,21,-75.25,80,30,-50.75,19.75,-111.5,120.75,182,-2.5,-151.75,119,-12.75,48.5,-137,-3.75,86.25,-8.25,15,-9,-108.5,-52.75,-23.5,-52.5,-61.75,93.25,3,62.75,-16.25,177.25,125.75,17.25,-38.25,120.75,18,114.5,-44.5,-119.75,-57.25,55.25,51.25,-34.25,69.5,-22.25,106.5,-50,-49,211.25,-60.5,-38.25,-26.25,-36.75,-153.5,-104,-72.75,23.25,32.75,-131.75,-54.25,16.75,36.75,18.75,-27.5,87,-78.25,100,-22.75,41.25,-46,-113,-49,-63.75,-18.25,36.5,-37.75,11.5,95,46.75,30.5,99.25,2.25,-51.25,-75.25,-18,47.5,-44.25,47.75,-34.5,13.5,112.5,-97.75,180,167.5,112,320,19.5,-92.75,65.25,-46.25,-81.75,-55.5,-26.75,20.75,88.25,-80.25,5.5,-159.25,178,137.25,103,135.75,4.5,-48.5,-19.75,133.5,70.5,-78.25,-1.25,-52.75,52.75,134.25,46.25,-87,3
-48.25,25,4.75,-1.5,-2.25,4.25,7.75,0.75,-7.25,-7.5,3.75,-8.5,0,7.75,4.75,4,-0.75,5.25,-5.25,10.75,0,-8.5,-4.25,8.25,0,-9.25,-9.75,5,1,5.75,-10.5,-1,8.5,0,12.25,10,-3,-3.25,0.75,3.5,0,0,5.5,0,4.5,-1.5,-10.25,-3.75,0.75,-8.25,7,-0.75,0,-0.5,-5.75,4.75,-8.75,0,-5.75,3.5,-4.25,-7,3,-6.25,-2.25,-4.25,0,-9.25,-12,10.25,-2.75,11.5,11.5,0,8.5,7.75,-9.25,-11,-4,-10.25,0,0,0.5,-6,12.5,-8.5,-6.75,9.25,5,-3.75,0,2.25,0,-3,-5,5.5,0,6.25,8.5,-9.75,-4.5,5.25,3.5,6.25,-12.5,0,-9.75,0,4.25,11,-0.25,9.25,-10.5,1,9.5,2.25,-5,8.75,3.25,-4.5,-9.5,-7.25,-1,-5.5,12,4.25,4,-12.25,-1.25,0.5,0,-1.25,-10.25,6.25,2,-2.5,0,0,9.5,9,0,5,0,-10.25,-6.25,11.75,0,9,5.75,0,10.25
-62.25,4.75,6,2.5,-7.75,0,8.25,0,-9.25,-0.5,0,-8,-9,-9.5,-12.5,0.5,0,-9.5,1,-10.25,-1.25,-1.5,0.5,-8.5,10.5,2,-3.75,0,-0.5,0,-9.75,-3.5,0,-2.75,6,-12.5,7.75,5.25,6,-0.25,7.25,11.75,0.5,-6.75,-10,11.75,5.5,12.25,6,2,0.75,10,4.75,-9,-10.75,-3,0,-5.25,-3.75,-0.75,3.75,-8.25,-1.25,0,0,-0.5,10.25,4.75,-0.5,8.75,-7.5,10.25,0,-2.75,-5.25,11,12.5,8.25,-1.5,-3,-0.25,4.25,0,2.75,6.5,-9.75,12,-9.5,-1,0,-0.25,-10,3.25,9,11.75,9,-6.75,-6.75,0,2.5,0,5,-4.75,8.75,12.5,11,0,2,7.75,-9,6.25,-3.25,-3.75,9.25,-9.75,-4.5,-8,-12.5,0,8.5,-4,-10,1.5,0,2.75,0,0,-10,8.75,1,0,0,8.75,9,0,-8,0,0,2.5,-4.5,11,0,-3.75,0,9.75,-12.5,0,-1,5,8.5,12.5
20.5,-1.5,2.5,24.75,-6,5.75,0,7.75,8.25,-8.25,-7.75,11.25,0,3.5,10.25,5.5,-11.25,0,-8,-3.5,0,5.25,9.25,9.25,0,-7.75,-9.75,-0.5,0.5,-10,-4.75,-10.75,-8.5,-6.75,0,-8.5,7,-8,0,0,-11,9.75,0,-10.5,-8.5,0,1.5,7.75,3.5,-12.25,12.25,-6.75,5.5,-2,-9.5,-1.75,4.25,12.25,7.75,3.75,-11.5,0,-11.25,-11.75,-0.75,-5,4.25,-1.75,-12.25,5.75,8,-12.5,8.25,-3.25,0,6,-1,-9.5,5.25,11.75,1.75,0,-3,-9,-2.5,0,9.25,0,-1.75,2.75,8.5,0,3.75,5.5,10,0,-9.75,0,8,4.75,-2.25,0,-5,-10.75,0.75,0,-6.5,0,-9.5,-7.5,-7.25,-5,-1,-5.5,0,-6.5,9,5.5,7.5,1.25,0,-2.75,2.5,7.25,0,-2.75,8.25,-2.75,12.25,11.25,-9.25,0,-5,1.5,2,6.75,0,5.25,8.75,-6,0,1.75,1,8,-4.25,0,-5,0,0.75,1.5,-11
63.5,-2.25,-7.75,-6,-3,8.25,7,0,0,-2.75,10.75,10.75,3.25,-8.25,-0.5,-10.5,-11.5,0,-7.5,-1,-5.25,11.5,-11.5,-7.5,0,-3.25,11.75,-8.25,0.75,3.5,11,-8.75,8,-4.25,0,0,1.5,-10,8.75,0,-9,5.75,0,-2.25,10.25,2.75,0,-7.75,8.5,-5.5,0,-9,10,10.25,11.75,7.25,-6.5,7.5,-1.25,0,-5.25,-2.5,0,6.5,-11.75,-0.25,0,-7,-1.75,7.5,1,0,-9,4,-11.5,-7,-7.75,0,4.75,-2,-9.25,2,12.25,0,-1.5,5.25,0,-7,-10,-6.5,2.75,-7.5,0,0,3.5,0,3.75,7,-6,-9.75,0,-0.25,9,10.75,0,6,-0.75,-1,0,-1.75,3,-6,-2.25,0,-0.5,6.5,0,9.25,-12,1.25,-2.75,-11.25,-0.5,-3.5,-4,8.5,10.25,9.25,0.75,11,-6.5,-12.5,4.5,-8.25,0,-9.5,-6.5,3.5,0,6.75,-6,5.25,-7.75,-11.25,0,0,-5,0,4,0,0
-58.5,4.25,0,5.75,8.25,-4.75,-4.75,-12.5,0.25,-5.5,-8,-1.75,3.5,5,7.25,-3.25,-0.75,8.5,-5.5,0,6.25,4,-0.75,-4,1.5,-2.5,0.5,-3,6.25,0.25,-8.75,0,7.25,9,8,-11,7,0,-11.75,-1,2,7.75,-5.5,0,-4,1.75,-6.75,-4.5,5.25,1,0,0,1.75,11.25,-5.5,-5.75,0,2.5,-3.75,-1.25,-5.25,6.5,6,0,-2.5,8.25,11.25,2.25,-4.75,6.5,5.75,9.25,-6.75,-5.5,0,-2,3.5,-12.5,-9.75,3.75,11.25,0,-3,2.75,-1.25,12.25,2.5,-8.25,0,0,0,7.25,-5.75,0,-10,11.25,0,8.5,12,5.75,-4.75,-3.5,1.5,9.75,-3.5,-8.25,-7.75,0,0,0,-2.5,4.25,-11.5,-10.5,11.75,-4,-3.75,6.25,-9.25,0,0,-3.5,4,-11.5,1,-5.25,11,-3.5,0.75,-10.75,10.25,6,0,4,0,6,5.25,0,12,4.5,1.25,2.25,-0.75,-4.25,-3,7.75,5.25,7.5,11.5,-9.75,-12.5
-51.75,7.75,8.25,0,7,-4.75,22,-11.25,-3,9.75,-7.25,0,0,12.5,4.5,3.5,-5,-2.75,-7,1.5,4,6.5,4.75,-0.75,-10.5,6.75,5.25,4.5,3.5,5,11.75,-9.5,-4.25,-0.25,0,-4.5,9.75,0.5,-12,2.75,-4.5,4.5,-10.25,0,8.75,2.25,-5.75,0,-2.25,1.25,0,7.25,0,-1.25,2.25,1.5,10,0,-11.75,8,7,-3,-1.75,8.25,-6.25,3.25,-12.25,6.75,0,0,0,-10.5,-5.25,1,-4,2.25,7.25,0,0,7.25,-7.5,-9,-4.25,0,6,-10.5,-3,0,9.25,-7,-10,6.25,5.25,5,11,4.75,0,7.75,12.25,6.5,0,7.75,-10.25,0,-3,-6.5,-6.25,-5.75,4.75,0,0,-12.25,-4.25,-12,0.25,10,-4.5,-11.5,0,0,-5.5,-9.75,2.25,0,-0.25,0,12,4.75,4.75,-0.5,7,7.5,3.75,1.25,10.75,-8.25,-0.5,-12,0,9.75,3.75,0,-5.5,0,9.25,0,-9.25,0,0,0,-11.75
32.5,0.75,0,7.75,0,-12.5,-11.25,21.25,0,0,-9.25,-7.5,10,4,0,-6.75,11.25,-7.5,11.75,0,0,5,3,3.75,9.25,-12,0,0,-8.25,0,7.5,-8,7.25,5.75,5,1.5,-12.5,-0.25,-0.5,11.5,3.5,0,-6.5,-2.25,-7.25,-0.5,11,6.75,8.5,12,3.5,0,10.75,-4,-12.5,2.25,0,0,1.25,-12,-2,3,4.75,-1.5,-5.75,-9,0,12,9,-6.25,0,-3.75,-10.5,-4.5,11.5,0,-3,-2.5,0,0,-2,0.25,-4.5,-7.75,-8.5,6.5,0,9.5,-0.25,10.5,-2.5,9,-12,0,7.75,0,12.25,-5,0,0,-5.25,-5.75,4.75,0,11.75,7,-3,-6.75,-5,-9.25,-10,9.5,6.25,2.5,7.5,-7.5,0.25,-7.75,3,-10,1.75,0,7.75,-7.25,-5.75,10,-7.25,-2.25,-10,-2.75,0,8.5,-11.75,-6.25,0,0,-3.25,9.25,-7,-5,3.75,0,-11.75,-7.25,-9.25,9.25,-7,-8.25,-9.5,0,7.25
91.75,-7.25,-9.25,8.25,0,0.25,-3,0,-13.5,1.75,-7,0,10.5,0,3,-10.25,-6.5,5.25,0,-8,10.5,0,0,-3.25,-2.25,-11.25,0,5.25,-6,-12.25,-8.5,-0.25,-12.5,2.25,4.25,12.5,1,10,0,-7.75,-5.75,10.5,0,3,0,-3.25,0,4.25,-12.25,5.25,-11.75,2.75,-6.5,2.5,-9,4.25,-4.5,-8.25,0,0,12.5,5.25,0.25,-5,-11.5,-12.25,12,0.25,7.75,0,0,0,-11,-6,0,10.25,-7.5,2.75,0,1,1.25,-12.5,-7,0,-2,-10,4,-11,0,1.25,-10.5,-4.25,0,-1,9,0,1.5,12,0,11.25,0,7.25,-8,8.5,1.5,-3.5,-10.25,4.25,0,6.5,4,0.25,0,-2,-6.75,0,-1.5,0,-1.5,-4,0,9.75,0,-11.25,-2.75,-9.75,8.75,7.5,9,7.75,0,2,4.5,-3.75,-6,0,0,0,-6,12,-4,4.75,7,0,2.75,-10.75,0,0,-8,-2,4
80,-7.5,-0.5,-8.25,-2.75,-5.5,9.75,0,1.75,-19.75,-4.75,-3.25,5.5,1.5,11.25,0,1.25,-11.5,0.5,0,-3.5,4.75,11.5,-3.75,4.25,-8,0,-2.25,-8,7.75,7.25,-11.25,-4.5,6.75,0,-7.25,0,7.75,-10.25,3.25,3.75,-2.5,5,1.75,0,3.75,-3.5,6.75,-4.75,2,0,0,8,-6.75,0,-0.5,8.25,8.5,3.5,0,-3.25,4.25,6,3.5,8,0,5,-3.25,1.75,2.25,-11.75,6,0.75,-9.25,0,-11.75,0,-3.25,3.5,12,6.75,2.75,-5.5,-10.5,0,-5.25,-4.5,0,0,8.75,12.5,-6.5,0,5.25,-1.25,-6.25,4.5,0,-0.25,-1.25,-5.25,-3,-6.75,0,-2.5,0,1.5,-7.5,1.75,-6.75,-10.5,-12,0,-10.75,-11.25,4.25,0,-10.25,-9.5,-5,0,-11.5,4,-9.75,11.75,-8,-5.75,0.75,1.5,0,-0.75,-6.75,5.75,-3,0,-1.75,0,8.25,0,10.75,-8.25,0,-2.5,2.25,-6,3.25,5.25,6.5,0,0,12.25
62.25,3.75,0,-7.75,10.75,-8,-7.25,-9.25,-7,-4.75,-3,11.25,6,0,8,0,0,0,11.75,-4.75,0,0,-7,-9.25,-10.5,4.75,0,1.75,6.75,5.5,0,0,0.5,12.25,0.25,7,11.25,0,-9.5,-2.75,-7.5,7.75,-4.25,-7.75,-0.25,-1.75,-10.75,-4.75,0,6.75,-5.5,11.5,-9.25,-7.5,2,3.25,-12.5,4,-10.5,0,0.25,-8.25,0,-3.75,0,0,0,-5,0,4.25,-5.75,-12.25,0,0,7,-3.75,0,6.25,-5.75,9.25,0,4,4.25,5.25,11,-4,-8,-10.75,-2,9,0,-8.25,-7.75,10.5,0,5.5,-3.5,0,8.5,-6.5,-1.5,10.75,0,0,-12,9,-10.5,-12.25,8,0.5,9,-11.25,-1.25,0,0,1,-8.25,8.75,4.75,8.25,9,0,-9,-11,0,5,0,0,0,4.75,-7,5.25,1.75,2,-3,-0.5,-7.75,-5.5,-6.75,1.5,-11,8.25,1.75,3.75,0,-0.5,0,0.25,0,0,0
-57.5,-8.5,-8,11.25,10.75,-1.75,0,-7.5,0,-3.25,11.25,-15.75,7.75,6,1.25,-2,-6.75,-0.5,9.5,0,-1.25,9,10.5,0,6,-6,4.25,-3,0,6,0,12,0,-0.25,-5.25,-2.25,-3.25,3.75,-12,-8.5,-8,-1,-0.75,7.5,10.25,1.5,1.25,-2.5,0,5,2.25,0,12.25,5.75,-12.5,-12.5,-1.25,0,-1,-9.25,0,9.5,9.25,4.5,0,0,0,10.5,-6.25,-4.25,-5.25,0,4,0,3,8.25,-10,7,5.5,12.25,0.5,10.25,4.25,7,9.25,-6.75,-2.5,0,-11,10.25,4.5,6.5,0,0,-1,1.5,0,0,-2.25,6,-9.25,10.75,2,-2.5,-6.75,7.5,0.25,3,-9,1.75,-8.5,-9.25,-8,-3.25,0,12.5,0,-12.5,2,0,0,9.25,5.5,-5.25,9.25,0,-12,2.5,0.25,2,-11,8.75,0,-4.5,-11,12.25,0,0,0,5,-4.25,-7.25,0,0,0,8.25,0,5.5,-12.5,-9,0
5.25,0,-9,0,3.25,3.5,0,10,10.5,5.5,6,7.75,6.5,0,-2.25,-10,-7.25,10.25,0,2.5,4.75,11.75,-10.75,9.25,-6.25,8.25,0,10.5,-8.75,7,-6.75,4.25,0,0,-12.25,12.5,5.5,0,1,-5.5,-10.75,5.25,8,-2,3,-12.5,-9.25,1,-1.5,0,-1.75,0,-4,0,-10.75,-3,-12.5,-12.5,2,0,-11.75,-12.25,12.5,1.75,-0.5,12.25,-6.5,0,9.25,0.5,0,10.5,-10,0,0,-12.25,-1.25,0.75,10.75,6.5,1,-5.5,0,4,0,-7.25,-5,1.25,-6.75,0,4.5,1.25,0,1.5,0,-3,12,-8.75,0,-1.5,-11.25,9,0,6.25,9,-1.5,2.5,7.5,0,1.75,6.5,-5.5,10,6.5,-4.75,0,5,-6,-4,-6.75,0,-9.25,0,-8.25,8,10,6.25,-9,-3.5,-5.5,0,0,0,4.5,0,-6.25,-2.5,-6.5,0,0,10,-10.75,0,-12.25,5.75,-6.25,-2.25,1.25,8,2.75,-2.25
