957.5,-108.5,-78.75,-52.75,-37.75,-72.25,5.5,-18.5,-20.75,-17.5,17.5,-43.25,-15.25,-55,8.25,35.5,108.5,48.25,-20,-8.25,24.5,-34.5,-16.75,-47.75,-0.75,-22,-40.25,86.5,-44.25,-42,62.75,5,18,57.25,-67.5,-24,-17.25,11,21,22.25,-7.25,50,-85.5,3,6.25,80.25,65.5,7,-7,-46.5,-107.5,-111.5,-22.5,27.75,-13,-38.25,48.25,3.75,-25.25,-0.25,3.25,37.25,32,5.75,32.25,-6.75,-19.75,-84,-38.75,0.75,-108.75,0.25,29,4,24.25,-30.5,20.5,-40.75,-126,64.75,51.75,-34.75,5.5,40.75,-24,25,6.5,12,-7.25,42.25,-96,-24,73.25,43.5,-6.5,-56,35.75,-45.5,49.75,50.25,-8,-70,-20,101.25,-90.75,19.25,-24.75,-32.75,-60.5,-9.5,14.5,19.5,40,-58.25,0,27.75,-46.75,-63.25,25.75,-66.25,-49.25
-108.5,25,11.25,0,11.5,0,-4.25,0,6,0,0,0,0,-6.25,0,3,1.75,1.75,0,0.5,0,11,0,0,0,0,0,8.75,0,0,0,0,0,-3.75,5.75,1.75,0,0,0,6.75,0,0,0,0,0,3.25,0,11,0,0,11,0,-1,0,0,4,0,0,0,0,0,0.25,0,-5.25,1.5,-6.75,0,0,7.25,0,0,-6,6.75,0,4.25,0,-2.75,0,0,5.5,10.25,10,0,0,3,0,0,0,0,0,0,0,0,-9.75,0,-3.25,0,0,0,0,11,0,11.25,0,-10.75,0,0,-10.75,-12,-9,-7,0,0,0,12,0,0,0,0,0,0
-78.75,11.25,14.5,0,0,-2,11.25,0,10.75,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,9.25,-8.25,0,0,0,0,0,-10.25,0,0,0,0,7.5,0,0,0,0,-9.5,0,0,0,0,0,0,0,0,0,4.25,0,-10,0,8,0,0,0,5.75,0,0,0,0,0,0.5,0,0,6.75,0,11.75,9.25,0,0,0,0,-1.25,0,0,0,0,0,-10,-11.5,9.25,0,0,0,0,0,0,0,0,-5.75,0,0,-2,0,-2.25,0,12.5,0,0,0,0,0,0,0,0,10.75,0,0,0,0
-52.75,0,0,14.25,0,4.75,6.5,0,0,0,-5.5,0,0,0,0,0,0,-0.75,2.5,10.25,0,8.5,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,12.5,0,9.5,-0.25,-11.25,0,11.75,0,-9.75,0,0,0,-7.75,0,0,0,0,0,0,0,-12.5,0,0,0,0,0,10,0,-9.25,0,0,1.25,0,0,-7.75,0,0,10,-5.75,-6.75,0,0,0,0,0,0,0,5.25,-5.75,0,8.75,0,4.5,5,0,-6.25,0,5,0,0,0,0,0,1.75,0,0,6.75,0,0,-1.75,0,0,0,0,0,2,0,6,0,0,0
-37.75,11.5,0,0,11.25,0,0,0,0,-12.25,-3.5,0,-12.25,1.5,0,9.5,0,-12.5,0,0,0,0,0,-6,5.5,0,0,0,0,0,-5,0,0,-5.5,11.5,0,-5.75,0,0,0,0,7.75,0,0,12,0,4.75,7.25,-4.5,0,0,0,0,0,0,0,-10.5,1.25,0,0,-1,10.25,0,7.25,7.5,0,1.25,10.5,0,0,10,-12.5,0,0,8,0,0,-5,0,0,0,0,0,-6.75,0,-5.5,-3.5,0,1.25,0,0,0,0,0,8,-9.25,0,0,0,0,0,0,0,5.75,0,0,0,0,9.25,-0.5,0,12.25,0,0,-10.25,0,0,-5.25,0,0,0
-72.25,0,-2,4.75,0,-9.5,0,12.5,-2.5,0,0,0,0,0,0,0,0,0,-1.25,0,0,11.75,0,12.25,0,7.25,0,0,0,0,-12,2,0,0,-12.25,0,0,0,0,0,0,0,0,0,-7.75,0,0,0,0,0,0,9.75,0,0,0,-3.25,0,7,7.25,2.25,0,0,0,0,0,0,0,0,0,0,0,9.25,-2,0,5.5,0,11.25,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,-6,0,0,0,0,0,0,5,0,0,-1.75,-10.75,0,0,0,0,12,0,0,0,0,10.5,0,6,-3.5,0,0,0,0
5.5,-4.25,11.25,6.5,0,0,-15,0,-3,0,0,0,0.75,0,1.25,7.25,0,0,0,0,-5.5,0,1.5,5.75,0,12.5,-9.75,-6.75,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,-7.75,-1,11.5,-5,0,-2.75,0,0,11,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-2.5,-0.25,-3,0,0,-10,0,-3.5,0,0,0,-7.75,4.75,5,0,9.75,0,0,0,-8.25,0,0,0,4.75,0,0,0,0,0,0,-2.75,0,12.25,0,0,0,0,0,0,-0.5,0,0,0,0,-8.5,0,0,0,-11.5,-5.75,2.5,0,0,0
-18.5,0,0,0,0,12.5,0,-7.75,-11,0,0,0,8.75,0,0,0,10.5,0,7.5,-5.25,-0.5,-5.25,-10.5,0,0,0,4,0,0,0,1,-2.5,0,0,0,0,0,0,0,4.25,-10.75,0,9.5,0,3.75,0,0,0,0,9.75,0,0,-2.5,-10.5,0,0,0,-5.75,0,-1.75,0,-0.75,0,9.75,0,11.25,0,0,0,0,0,-0.5,0,0,0,-6,1.25,0,0,-10.75,-4.75,0,0,0,0,0,0,0,-12.5,0,0,6.75,0,0,0,0,0,0,0,11.5,-11,12.5,0,0,0,12.5,0,8,-8,-1.25,4,0,1,0,0,0,1.5,-3.5,0,0,0
-20.75,6,10.75,0,0,-2.5,-3,-11,-9.5,0,0,0,0,0,0,0,-4.25,0,0,0,0,0,0,0,0,-3.25,-6.5,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,11.75,0,0,0,0,0,0,-5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.25,-3.75,0,9.75,0,0,0,0,-3,0,0,0,0,0,0,-2,0,0,9.5,0,0,8.75,0,0,-1,0,5.75,7.25,0,0,0,5.75,0,0,0
-17.5,0,0,0,-12.25,0,0,0,0,6,6.25,0,-1.25,10.25,-0.75,-9.25,0,-11.5,-1.5,0,0,0,0,0,10.25,8,0,-7.75,0,0,0,2.25,0,0,0,0,0,0,0,0,0,-3.25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-10.25,11.25,0,0,0,0,0,0,0,0,-9.25,0,-8,0,0,0,-6.5,0,0,0,0,0,0,10.75,-1.75,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.75,0,0,0,12,3.75,0,0,0,0,0,11,0,1.25,0,0,0,0,0
