1094,-6.25,77.25,-40.5,-57.25,-5.75,-121.25,-38.25,53.25,-111.75,-34.25,43,97.5,-57,32.5,99.5,7,-143,71,-75.5,81.5,7.75,-31.5,54,-23.5,-43.75,-44.5,-97.25,105,-110,-47,168,147,1.75,0,-4.5,9.5,-67.25,13,-11.75,60.75,143.25,116.5,39.75,71,-199.25,2,14.75,119,50.75,-50.75,103,41.25,-70.25,13.25,-19.5,34.5,96.25,153.5,29.25,-45.5,-112,-109.75,32,-63.75,-161,-29.75,50.5,104.25,147.25,-92.75,-10.75,-7.25,-14.25,70.25,-80.25,81.25,55,17,62,12.25,-135,36,9.5,70.5,-67.25,-3,-83.75,-12.25,-67.75,-15,92.75,-101,-30,-2.75,-137,8.75,-78.5,-117,-58.5,-7,-128,-51.75,-5.75,2,-49.75,5.25,-10,79.25,-43,20,-86.75,5.75,-86,-10.75,-64,8.75,-81.25,1.5,-64,23.5,-36.5,-203.75,69.75,49.25,139.5,-35.75,-0.75,-53.75,-2.75,103,21,8,-61.5,-131.5,70,-68.25,193,7.25,2.75,-116.5,-100.75,-32.75,78,11.75,9,-147.25,-89.5,-30.5,67.75,-129.5
-6.25,25,-2,11,0,2.75,-3.25,-1.75,9,8.75,7.25,-2.5,6.75,-12,0,2.25,-3.5,3.75,11.25,10.25,-2.5,-7.75,12.5,6.5,11,8.5,8.75,4.5,10,0,-8.75,-12.5,2.25,-10.75,9,8.75,-1.75,0,-8.5,-11,0,-2.25,10.75,0,-10,3,0,-11.75,-7.25,-4.25,11.5,-8,-9.5,0,-2,-3,5.75,0,0,6.75,7.75,-6,-9,5,4.75,0,0,0,-12.5,-8.5,-6.75,-10.25,-5.75,-9,11.25,7.75,-8.25,-8.5,-10.75,7.75,10.5,3.25,0,-9.75,12.5,-2.75,4.5,-11.75,3.5,-1.75,0,5.25,-2.5,0,9.25,6.5,-11,0,7.75,6,2,-1.5,-8.5,0,-5.25,-12.5,0,-4,0,-7.5,-4.5,0,7.25,8.5,10.25,8.75,-11.25,10.25,0,6.75,-12.25,1.25,-3,1.25,9,-8.75,-9,-3.25,2.5,2.25,-12.25,0,1,0,0,-12,-4,-4.75,0,0,0,10,-10.5,-1.25,-2,0,0,-1.75,0,10.25,5.25
77.25,-2,23.25,0,-12,4.5,-0.5,6.25,0,-9.5,8.25,0,-7.75,0,-3.75,0,-8.25,-7.75,8.25,-3.25,-3.75,0,-12.5,-6.75,11.5,9,10.5,0,1,-4.5,-7,0,-7.5,-10.25,-5,-7,0,12,0,-9.25,-1.75,-0.75,-0.25,2.5,0,-8.25,-1.25,0,-0.5,-8,1,-3.5,-12,0,-5.5,-4.25,0,1.5,4,-8,9.75,-5.25,3.25,-10.75,-2,-3.25,10,-11.25,-9,3,0,11.75,-3,2.5,1,7.75,1.75,-5.25,8,0,-8,-2,8.75,-10.25,12.5,4.25,-4,0,10.75,0,7.5,-7.75,0,10.75,-1.25,2,0,0,-2.25,5.75,0,0,-10,5.75,1.75,-8.75,1.25,7.25,0,0.75,1.25,8.25,6.5,-11.75,-10.5,0,-0.5,5.5,-6.5,1.75,-2.25,-2.75,0.5,-10,6.75,-3.25,5,-1.5,-7.25,-1.5,-9.25,12.25,8,2.75,-12.5,2.75,-4.5,0,-0.75,0,0,-4.25,2.5,-9.5,0,0,0,-2.25,3.75,-7.25,8.25
-40.5,11,0,-4,0,5.75,-2.75,-4.5,3,-1,0,-12.25,-8.75,-1.75,0,2.5,12.5,12.25,5.5,-5.75,-8.25,0,12.25,0,0,0,7.75,0,8.5,1,0,0,11.75,0,-0.25,-11.25,9.25,-12.25,8.5,-1.5,-1.75,0,-1.5,-12,-4.25,1.75,3.25,-4.5,6.75,5,2.25,4.5,2.25,10.75,3,0,4.25,9.25,0,5,-7.5,0,0,-10.75,-8.5,-3.5,-7,0,7.25,9.5,0,-11,-10,-9,0,10.5,-7.75,7,-3.25,0,-3,0,3.75,-1,3.75,11.75,11.75,0,-2.5,-4.5,8,-5.75,-8.25,0,2.5,0,2.25,8.75,4.75,-3.75,11.25,-11.5,1.5,-5.5,-11,-8.25,4.5,-6.5,-4.5,0,-9.25,-7.5,-3.25,0,4,-5.75,0,11.25,7.25,8.25,10,1.5,-5.5,3.5,0,-5.25,-4,3.75,0,-11,1.5,11.5,0,11,9.75,8.5,-6.25,-3.75,0,4,0,-0.75,5.5,-9,-0.75,7.5,0,-11,-8.25,5.75,-8.5
-57.25,0,-12,0,-15.25,11.5,9.5,0,0,5.75,-11.5,8,5.25,-5.5,-1.25,12.25,7.5,0,-3.5,-11.75,9.5,0,4.25,0.75,-7.75,6,-10.75,0.5,0,0.25,6.5,-12.25,12,-10,3.75,3.75,11.5,11.25,11.25,-11.25,-11.5,-11.5,0,-8.5,2.75,0,-11.5,6.75,10.75,12.25,7,0,-7.75,-0.75,-4.5,-2.25,-3.25,-0.5,-10.25,-0.25,0,1,3.5,-7.25,1,0,0,6.75,0,-5.5,0,9.75,6.5,0,6.25,4.75,-3.75,-4,-8.75,0,-10.75,-4.75,-1.5,-2.75,-6,0.25,0,0,0,6.5,3.5,-7.75,1.75,12.5,3.75,-11,8.25,-12,-4.75,-8.75,0,-0.25,12,5.75,3.75,-0.75,0,-9.5,-10.5,-9.25,8.75,1.75,1.75,0.75,-4.5,6,7.25,3.25,5.25,-0.25,-3.5,1.25,5.5,0,11.25,-4.75,10,0,12.25,10.25,-6.5,-7,-11,9.5,4,2,8.5,-12.25,2.5,0,-0.25,3.5,0,-1.5,10.75,9.75,0,7.75,8,-12.25,6.25
-5.75,2.75,4.5,5.75,11.5,-0.25,11.75,0.5,-4.5,3.75,0,-11.75,-11,0,0,6.75,7.25,12.5,0,4.75,6.75,-12.5,-12.5,11,8,10.5,1.5,-6.75,0,-4,-6.25,-8.25,2.5,1,-5,0,-7.75,0,-8.5,-12.5,-10.75,-10.5,-1.75,-11.25,0,0,0,2.75,-7.75,1.25,0,0,-11.75,7.25,0,0,0,0,0,9.5,-4,0,-11.5,-3.75,0,5,0,0,6.75,6,-7.25,4.75,-5.75,-2.75,-11.25,3.75,-10.5,1,11.25,0.75,5.75,-2,11,-8.75,0.25,0,4.75,-10.75,7.25,6,10.25,2,10.5,-10.75,-1.5,-10.75,1,10.25,11.75,2.5,-4.25,0,7,6,4,0.75,0,0,0,1,-8,-9.75,-12.5,11.25,-4.25,0.5,6,-2.5,0,-3.25,4.25,12,0,3.5,-10.75,-1,8.5,-2.25,0,-12,-0.5,-7.5,-1,-10,11.75,7.75,-12,10,6.5,0,0,-1.5,-2.75,0,0,-1.25,3.75,11.25,5.75,-6.75,8.25
-121.25,-3.25,-0.5,-2.75,9.5,11.75,-0.5,9.75,-10.25,12.25,-5.5,-11.5,-3.25,-2,-1,0,0,-8.5,0,7.5,-6,0,6.75,8.75,-3.75,1.25,11,2.5,0.5,-11,9,-1,-1,2.25,-7.25,6.75,-3.5,4.25,-5.75,4.25,2.25,0,5.5,3,0,11.75,10,0,-9.5,0,-11.5,0,0,0,-7.25,0,0,1.5,8.5,-8.75,-8.75,0,0,-2.5,0,7.5,2.25,-6,-7,-12,-4.5,-3,0,8,5.25,-7.25,0,-9.5,-10.25,0,4,-9,-9.25,0.25,9.5,4.5,8.5,7,5.75,-6,5.5,7.5,10.25,-8.75,3,5.75,0,5,11.25,8.75,-7.5,0,-4.75,11.25,0,-4,-1.5,0,11.75,12.5,4.75,5.25,9,-1.5,0,0,-10.75,10.75,10,0,8.75,8.5,10.75,-12,11.75,7,-4.75,6.75,0,0,-9.75,0,-11,-5.5,0,0,-10,5.5,0,3,3,12.5,8.25,-2.25,4.25,12.25,-11.25,-9,11,5.25,-8
-38.25,-1.75,6.25,-4.5,0,0.5,9.75,23.75,-7,3,-3,6,0,-8.75,0,2,-11.25,5.5,0,-2.5,-3,8.5,0,0,0,0,4.25,7,6,8.75,-8.5,-7.5,0,3.5,-9.75,-8.75,0,0,-6.5,-0.75,2.25,4.5,6,3.5,1.5,3.5,6,-8.25,0,-11.75,8.25,2.75,0,11.5,0,8.25,-9,4.25,-6.75,-5.75,0,-7.5,12.25,-8,11.25,6.75,5,5,3.75,1.75,10.5,0,0.5,-12.5,1.75,6.5,5.25,7.75,7.5,5.25,9.25,-1.75,10.25,11,-11.75,-4.25,-9.5,-8.25,1.75,3.25,-4.75,0,3.25,-10.25,0,0,2.25,-4,-11.25,0,-10.5,-4.75,-7.25,-3,-1.75,-2.75,0,10.25,0,-11.25,-8,0,0,-5,-5.5,-7,-6.75,11.75,-8,6.5,11.25,-9.25,0,3,-3.5,0,6,0,4,4.5,1.75,11.5,-4.25,-6.25,4.75,0,5.5,11.5,-11.5,-12.25,-1.75,11.25,5.75,-10.5,-3.25,-1.25,-9.5,-0.5,-1.25,4.75,10.75
53.25,9,0,3,0,-4.5,-10.25,-7,-21.75,12.5,8.75,10.25,0,-6.25,-6.5,-1,6.75,-3,-6.5,-1,-8.5,0,3.5,-0.75,-2.25,0,6.25,1,-10.75,-5.5,-5.75,0,0,-9,-4.75,-5.25,0,-1.25,8.25,-10.25,3.75,4.75,-0.75,9,-9.75,0,-12.25,0,-7.75,0,2.25,0,-12.5,-9.75,7.75,-2.5,-6.5,4.5,-11.75,-4.25,0,-10,-9,-1.5,0,12.5,3,-1.25,3.75,10.75,-10.25,5.5,12,0,7.75,2,0,-2.25,7.5,8.75,-7.25,11.5,-11.25,3,-8.5,7.75,-8.5,-0.5,0.25,9.75,-6.5,-4.25,-6.5,-6,-2.25,0,-0.75,5.25,0,-4.5,12.25,4.5,-6,0,12.5,6.25,-7,0,-5.75,7,11,11.25,-2,7.5,9.25,8.25,0.25,12.5,0.25,-3,-2.25,0,-0.5,-9.25,10.75,-12.5,9.25,-1,0,-5.75,1,-12.25,0,-8.75,8.25,-3.25,10,-7.25,0,-2,0.5,-2.5,-9.75,1.75,-7.5,-12,10.75,10.75,-0.5,0,0
-111.75,8.75,-9.5,-1,5.75,3.75,12.25,3,12.5,16.25,0,5.25,7.25,10.75,1.75,-1.5,-0.75,4.25,0,-9.25,-2.75,4,8.75,0,-12,3.25,-1.75,6.25,-12.25,12.5,-12,-10.25,-7.25,7,11.25,4.25,-2.75,5.75,4,-3.5,0,10.5,0,11.5,12.25,-10.5,0,0,0,-6.75,-5.5,7.75,0,2,0,0,-11.75,-9.5,1.75,0,4.75,12.25,4.5,2,2.25,-12.5,11.75,-1.25,-12.5,4.75,1.75,-8,8.5,-11.5,-10.5,5,8.5,-0.25,0,-11.75,0,0,-3.5,3.75,0,-11.5,0,11.75,6.75,0.5,11,0,11,-5,0,1.25,12.5,2.75,12.5,9.75,-1.25,1.25,0,0,0,-10,2.75,7.25,0,6,0,0,1.25,-11,-10.5,0,-5.5,-11,3.75,4.75,0,0,9.75,10,-6.75,-10.25,9.25,2.5,0,5.25,0,-8.75,-8.5,-6.25,7.25,6,1.5,-7,5.75,3.5,-11,1.5,0,0,-5.75,0,-0.75,0,-1,5.5,-2.75
