216.5,-45.5,-102.75,-21,-85,-12.75,46,-39.75,168.75,75.25,74.25,16.5,110.25,-46.25,-11,-97.25,-7.5,39,-169.25,61.75,132.75,13.25,-12.5,-52.5,-148,-87,-85,-19,11.5,-47.75,22.25,-63,53.75,9.75,98,118.25,-6.75,-50.75,110.5,-96.75,-22.25,-24,167,-74.25,29.25,12,-54,-113,4.5,111.75,116,75.75,103.5,13.75,73.25,-76.25,103.75,188,-58.75,11.25,205.75,-124.25,62.25,-105,-7.5,-27.5,69.25,-0.25,-85.75,-184.75,-38,61.5,43.5,-130.75,32.5,-7,-91.5,8.25,-19.75,-115.25,50.75,-17.25,73,-121.5,-109.75,-136.5,-96.75,63,-64.5,79.5,88.5,93.75,46.5,20.75,-141.5,-81,36.5,156,-37.75,-104.5,107.75,56.75,85.75,120.25,-69.75,-13,29.25,18.25,18.75,-28.75,13.5,5,-16.5,-23,-143.25,24.75,75.5,-47.5,9.75,54.25,-20.25,25.75,19.25,126,8.75,-52.5,-37,80.25,-11,-18,-89.25,20.75,-70.5,26.75,-24.5,50,51,-117.25,15.75,-58,-18,-36.25,-108.75,-2.75,-106.75,24.25,81,-112.25,152.25,-98.25,20.25
-45.5,25,-3.25,9.75,8.25,-4,3,-11.25,-2,-2.25,-5,-4.25,0,2.75,-3,-4.75,11,-2.25,2,8.75,0,-4.25,4,0,0,3.75,-6,-7,0,-2.75,-10.75,-1,-8.5,10.75,4.5,12,7.5,6.5,6.25,-11.25,0,-5.5,-1.75,0,-3.75,9.5,-8,5,-11.25,0,-3.75,1.25,11,11.75,1.25,-3.25,-5,1.25,0,0,-5.75,4.25,-1.5,-6.5,0,8,0,0,4.25,0,-5.75,-11.5,8,0,7.25,10.25,10.25,4.5,3,-6,-9.5,4.5,-8,-11.5,0.75,0,12.25,-4.5,-1,5.75,0,0,-2.5,5.25,-8,12.5,0,6.75,2.5,-1.5,-0.25,4.5,-6.75,3.5,0,-2.25,-5.75,-0.25,-12.25,-6.75,-4.25,0,9.5,12,6,0,-8.25,-10.5,6.5,-8.25,2.75,4.75,0,-6.25,3.5,-6.25,-1.75,10.75,1.75,11.5,0,-4,0,-4.75,-11.75,0,0,0,0,10,0,-11.75,0,10.25,-8,0,0,-8.5,7.75,6.25,5.25
-102.75,-3.25,-5.5,0,-8,0.25,11,0,5.5,-1,7.75,-6.5,-7.5,-3,3.75,-6,0,11.5,12.5,-3.25,-5.5,-6.5,-12.5,-11.5,-6.25,0,0,-10.5,-7.75,10,9.5,-11.75,0,-4.25,8.25,-8.5,5,11.5,-6.75,5.5,7,-0.5,-12.5,3,-2.25,-0.75,12,1.75,11,-11.5,-0.75,-7.25,11,-1.75,0,11.75,0,-0.75,-8.5,0,-11.25,7.5,-3.25,-5.5,-8.75,6.5,2,5,11,-5,-4,10,-12.5,11.5,0,8,-3.25,11.75,5,0,-2.25,0,0,8,12.5,0,7.25,2,9.5,0,12.5,3.75,9.75,6.5,0,12,-4,-7.25,0.25,-7,0,11.5,-6.25,10.5,12,-7.25,-6.25,5.25,11,5.5,0,0,-0.75,-0.75,-7.5,-2.5,0,0,3,4.75,12.25,9.25,0,0,-8.5,3,0,-5.5,0,0,0,0,6,0,0,5,0,0,5.75,-7,3.75,0,-3.5,-12.5,4.25,4.5,0,-7.5,-9.5,-7.25,12.5
-21,9.75,0,-14.5,4.75,0,0,0,-10.5,4.75,5.25,-3.25,0,-7.5,3.75,0,9.25,5,6.75,-12.25,0,10.75,-2.75,4.25,12.25,0,12.25,0.75,-1.25,3,3.75,-3.75,-2.75,10,0,-5.75,8,-1.75,-9.75,0,-3.5,5.5,0,-2.25,5.75,5.75,-3,-7,11.5,-11.5,-7.5,3,-8.75,-4.5,-1,-4.5,1.25,-3.5,-9.5,7,-8.5,0,-4.25,-9.5,2.75,-5.75,-11.75,12,-1,-1.75,8.75,-6.5,9,-4.25,11.75,2.75,-5,0,-10.5,-10,-10.75,11.25,2.75,-4.25,9.25,0,-11.75,0,0,-1,3.25,-12.5,3.75,0,6.25,-0.5,10.75,0,-6.5,-2.25,11,0,-9,6.75,-5.25,0,7.5,0,6,9.25,-7,4.5,0,-5.25,-1.75,0,7.25,-6.75,3.5,-3,8.25,2.5,-9,-11,-0.5,-6.5,0,-2.25,-1.75,2.75,10.75,1.5,-0.5,0,5.5,0,-1.75,0,2.25,-10,0,7.25,-7.75,1.75,7.25,4,0,7,11.75,9.75,-5.75
-85,8.25,-8,4.75,24.75,2.5,-9.5,-8.5,0,1,-2.25,5,0.5,-9,-10.75,3.5,4.25,2.5,-11,-9.5,-9.5,9.75,0,4,1.5,0,7.25,9,8.75,-6,-3.75,11.75,-8.25,-10.5,-2.25,0,10.75,0,0,2,10.5,-10.5,-2.5,6,0,0,11,-4,-11,-5.75,9.5,0,-5,3.25,0,4,-9.5,-7.5,4.75,-5.5,-1,8,8,-7,-2.75,4.5,1.5,-5.5,7.5,8,10.75,2,-0.5,0,2.25,10,2.25,0,7.5,0,0.5,-11,12.25,-1.5,9,2.5,-10.75,12.5,-5.5,-4.5,-10.5,-1.5,-3,-3,8.75,-6,-8.75,11.75,9.5,-2.25,-1.25,-7.5,-0.5,-7,-2.25,-5.75,-5.25,1.25,0.75,-6.75,12,5.5,0,0,8.75,-0.5,11.25,10.5,9.25,-6.5,0.5,0,8,11.75,0,0.25,6,-11.5,-10,7.25,-10,11.75,5.75,4.75,0,0,4.25,7.75,0,0,5.75,-11,9.5,-0.5,0,-12.25,-3.5,0,-3.75,-6.25,-0.25
-12.75,-4,0.25,0,2.5,-11.25,0.75,0.75,0,-2.25,-2.75,-9.75,2.75,-4.5,12.5,7.75,3,-12.5,-12.25,1.5,-3.25,9.25,-5.75,-2.75,1.75,0,0,6.25,0,11.25,4.25,1.75,0,-4.5,11,4.5,-9.75,7.75,-11.5,6.5,0,-12.25,-4.75,0,2,5.5,3.5,-9.25,1.5,-11,0,10.75,-8.5,3,1.5,4.75,0,-9,-1,3.75,0,-2,-10.5,-9.25,10,1.75,1.25,-7.5,5.25,10,2.25,0,0.5,-0.75,7.5,3.75,10,-8.25,3.25,0,0.5,0,-1,5.75,-1,1.5,8.5,-5.75,0,0,-12.5,-7,0,-5.25,9.75,6.5,0,-7.25,10,11.75,-7.75,-4,1.75,1.25,-7.5,10,0,4.25,11.5,-1.25,3,5.75,0,-9.5,0,6.75,5.75,-4,0,-3,0,7.75,-4,-10.25,-8.25,11,4.5,5.25,0,-6,5.75,-4.5,0,-10.5,0,-10.75,2,9.5,5.75,0,-11.25,0,-8.75,0,7.75,-0.5,-4.75,-0.75,-2.25,0,11.5
46,3,11,0,-9.5,0.75,-6.75,-10.25,-8.25,11,4,0,0,6.75,0,3,-2,2.25,10.25,0,-7,-12.5,9.25,-10,6.75,6.75,-1.75,12.25,-3.75,-5.5,2.75,7,-1.25,-9.75,-4.75,0,0.5,-3.25,0,11,-8.5,1,-2.25,-3.5,0,-5.75,-2.75,10.75,-6.25,0,4,12.25,3.75,6.75,-11.75,-11.5,-7.25,0,0,3.5,-3.5,-8,4.75,-8.25,1,0,8,-10.25,1.75,10,-8,-9.5,7.5,-11,3.25,1.25,6.75,0,0,9.25,4,0.25,-6.25,-11.75,1,0,-8.5,0,2,-10.5,4.5,-8,2,1.75,-2.5,0,-5.5,4,0,-0.75,-8.25,6.5,5.75,-1.25,-7.5,0,-0.25,0,-2.25,-2.75,0,0,9.5,-3.25,3,11.75,0.5,2.75,0,-8,6.75,0,-0.5,0.25,1,0,-3.25,-12,0,0,4,0,-11.25,-12,7.25,3.5,-10.25,0,1.75,-7,-8.25,12,11.5,0,-3.25,0,-3.25,11.75,1.5,0,2.25
-39.75,-11.25,0,0,-8.5,0.75,-10.25,-10,-10.25,0,9,-4,11.75,-11.25,0,0,7,-5.25,1.5,0,6,-6,12.5,-11,8.75,-6,0,-2.5,7.25,0,-4.75,0,-0.75,0,9.75,-2.5,11,-2.75,-6.75,-5.25,5.75,0,-11.25,-4,2.5,0,-3.25,2,-1.25,-2.75,-9.5,-12.5,12,11.75,10.25,-5.5,0,-0.25,0,8.25,-2,11.5,9.25,1,4.25,11.5,-5.75,8.75,4.5,-12.5,-8.25,-10,-11.25,8.75,0,0,-6.75,-3,0,9.75,1,-5.25,11.25,5.25,0.25,5.25,0,-8.5,3.75,10.25,6.5,7.75,8.75,0,-12.25,0,3.5,-2.75,0,-4.5,0.5,6.5,12,0,8.5,7.5,5.25,-11.5,2.75,12,2.5,2,1.25,-3.25,11,1.5,6.75,-1,2.75,-6,-7.25,6.5,-0.25,-7.5,2.5,-2.5,-12.25,-3,-6.5,-7.25,0,-9.25,3,0,0,-2,1,7.5,-2,8,-7.5,0,7,4.25,-10.75,0.25,6.25,6,-1.5,2.75,-5.25
168.75,-2,5.5,-10.5,0,0,-8.25,-10.25,-21.75,-1.75,-5.75,6,-1.25,-3.75,-6.25,1.75,-1,-9.25,-1.25,0,0,0,0,8.25,0,0,-6.5,0,-8,0,-0.5,0,-2,-3.25,8.25,6.25,8,-9.75,-2,0.75,-12,-4.5,0,12.25,-12.5,-8,-4,12.5,-10.75,7.5,-2.75,1.25,8.5,-6.75,6,-4.25,-11.75,-2.25,0,0,-10.75,-7.25,-0.25,-7.75,-5.5,-4,3.5,-3.75,12.5,0,-2.25,-12,2.5,-10.25,0,-11.75,11.25,0,-12.25,2.75,-9.25,0.5,0,7.75,-2.5,-7,0,-10.75,0,-10,0,-12.25,-1.25,8.75,-7.25,0,-4.75,-9.5,-10,-8.25,4,10.5,5.25,-9.75,11.5,9.75,2,0,0,-3.5,4.25,0,0,-9.75,5.5,-8,-4.25,0.25,-4.75,-12,0,8.5,0,0,-1,9.75,9.75,0,4.5,6.75,0,-10,7,-7,4.75,0,0,2.25,5.25,3,-8.5,-3.5,5,0.75,12.5,0,0.5,11.5,4.5,0,-3.25
75.25,-2.25,-1,4.75,1,-2.25,11,0,-1.75,2.5,-7.25,-9,-3.25,8.75,0,-4.5,-7.25,3,6,-1.5,-9.75,9.75,12.5,-10,-10.5,-11.75,5.5,-3,10.25,5,-4.25,-3.25,8.25,-3.5,3,1.75,0,0,0,-10,3.75,1,-2,2.75,-7.75,-6,-5,7.75,-2.75,-9,0,0,-12.5,-5,0,5.5,0.75,3,-8.75,3.5,-0.75,11.75,4,4.5,-5.75,0,6.25,-4,-0.5,-5.5,3.5,-2.5,6,-9.25,-8.25,-11,0,-0.5,-11,-6,-10.75,6,-5.5,11.5,0,1,-7,1.75,-8.25,2,3.75,4.75,0,12.5,0,0,0,-0.5,-2,0,10.25,0.25,-3.75,12,10,0,2,6.75,-0.75,0,7.5,-9.75,0,-2.25,-9,-0.75,-8.5,-11.25,-8.75,0,0,-9.75,-4,0,-8,-6.25,2.75,-10.5,-4.75,0,-6.75,11,-3.5,1.25,0,-11.25,-9.75,11,0,-1,-1,6.75,9,0,3.75,9,-3.75,12.5,0,0,7.5
74.25,-5,7.75,5.25,-2.25,-2.75,4,9,-5.75,-7.25,-16.5,0.75,-6,-2,0,0.25,0,0,11.75,9.75,0,0,10,-0.75,3.25,11,3,-1.25,-6,-8.25,0,0,-3,-9,0.75,-1.75,-11.75,12,-12,1.25,9.75,-6.5,7,-2.25,3,4.25,-3,12,0,9,0,-8.75,3,0.75,1.75,10.25,-5.75,-2.25,-8.5,-6.25,-12.5,-4.75,-8.5,-12.25,-3.75,5.25,2.5,0,0,-4.25,1,-12,0,12.5,1.5,5.25,0,1,5.75,-4.5,0,-4,0,-2.25,9.5,4.5,-3.5,-9,8.75,5.5,0,-3.75,-2.75,8.5,0,-1.75,5.5,4.25,-0.5,9.5,8.75,0,-11.5,0,5.5,-8.25,-11.75,3.5,-11.5,0,5.25,-10,10.25,0,0,-10.5,-3.75,5,-3.25,0,3.75,5.25,0,-5.25,-9.25,-2.5,-3.25,-1.5,0,-2.25,-9.25,-8.5,6.5,11.5,-2.75,0,1.5,-0.75,-9.75,-9.25,4,0,-9,-5.25,11.5,-12.25,-3.25,3,-0.5,-10,8.75
16.5,-4.25,-6.5,-3.25,5,-9.75,0,-4,6,-9,0.75,-1.5,11.75,6.5,10.25,0,0,5.25,8.25,-0.5,0,0.75,-4.25,0,6.75,-0.5,11.25,12.25,2,8,0,6,-5,-11.25,-4.5,-3.25,0,10.5,11.25,2.5,8,-9.75,-10.25,7.5,-2.5,-8.25,0,12,0,-1.25,-12.25,0,-12.25,10,10.75,-5.75,6.5,0,5.75,-3.5,8.5,0.25,4,2,-4.75,-6.75,0,4,-7.5,1.25,-1.5,11.75,-11.5,7.75,-4,1.25,5.75,-0.75,7.75,-9.5,0,0,7.75,-3.5,0.5,10.75,-9.75,8,-0.5,-6,8.75,-8.75,7.5,0,-1,2.25,-12.25,0,-6.5,-5.5,-9,-4.25,-5.75,0,-3.25,0,6.25,12.25,-12.25,-8.5,6,-1.5,2.25,6,0,-11.5,-7.5,0,-12,0,-8.75,-9.5,4.75,3.5,-9.5,0,11.75,-2.75,4,0,0,-1.75,3.75,-1.5,-12.25,-5.5,0,-6,8.25,-7.25,-2,8,-7.5,-3.25,0,10.75,0,0,-9,0,6
