-2304.75,93,17.5,57,-6.25,8.5,118,41.75,143.5,33,-24.75,13.75,-49,-42.5,-71,85.75,-31.75,46.75,25.5,87.25,14.25,21,9.5,35.75,51,69.25,47.5,-46,13,165.75,65.75,42.5,0.25,1.5,95,-23.25,24,58.25,148.5,61.25,-129.75,56.75,116.75,22.25,9,-4.25,60,-66.25,70.5,57.25,9.5,53,-46.25,-15.25,32.25,71.75,161.75,44,135,-160.5,65,142,153,-19,3,-1.5,90.75,89,-30.5,-19.25,55.75,-2.25,6.75,-142.25,-85.25,46,-51.25,1,118,44.25,22.25,140.25,-8.75,-177,104.5,9.75,0,74.25,-72.25,23.5,27.25,-30.75,-88,-9,44.25,-0.25,67.5,-138,6.75,-3.5,-29.5
93,25,3.25,-2.5,6.25,-2.25,-11.25,-8.75,7,7,-8.25,-10.25,3.75,-11.5,-3,-11.75,-0.75,10.5,9.25,-10.25,7.5,-0.25,3.5,-2.5,-6.25,6.75,0.5,-4,-6.75,0.25,-3,3,-5.5,-5.75,-9,6.25,-10.25,2.75,-3,-8.5,-2,1.25,-4.75,12.5,-1.5,-5.75,4.75,3.25,-10.75,-10.25,-9,-7.5,-2.5,5.5,-11.25,0.75,-12.5,-6.5,8.75,3.5,10.25,5.5,10.5,5.25,-6.25,-6.5,-10,-7.25,-3.25,11,4.25,12.25,-10.5,-12.25,1.25,-1,3.5,-11,-10.25,-5.25,-9.25,-10,6.25,5.5,2.75,-3.25,4.25,6.25,11.25,-12.5,-12.5,7.75,-0.25,4.5,6.5,-3.5,7,2,9,-8.75,0.5
17.5,3.25,-8.5,2,8.25,7.25,-6.75,5.25,1.5,-2.5,-3,-12,7.75,0.75,-12.25,11.75,6.5,8.75,-9.5,-8.25,-9.25,3.75,-3.5,-11.25,11.25,1,0.5,-7,-9.75,4.5,6.25,-5.5,-11.75,-6,-5.25,6,-11.25,-12,-12.5,-4,-1.75,7,-3,7.75,12.25,-4.25,-5,3.5,-1.25,8.5,-1,-7.5,3.75,5,5.75,-2.5,-6.25,4.25,5.5,-5.5,7.75,1.25,1,-2,12.5,-4,-0.25,6.75,-4.5,-1.5,11.25,3,3.5,-11.25,-4,-10.5,5.5,-2,-1.5,1.75,10.25,7.75,5.25,9,-1.5,-6.75,-5.75,-9.5,6.75,3.5,0,0,0.5,10,-7.75,-5.5,-2.75,4.5,9.5,2.75,-10.25
57,-2.5,2,-17.25,2.5,-3.5,-6.75,8,4.5,7.5,-4.5,6,-9.25,1.25,3,-7,-10.5,9.25,-3.75,-9.75,2.25,-5.5,3.75,4,-11.25,1.25,4,8.25,-8.75,-7.5,12.25,5.75,-2.25,0,-2.25,12,-7.25,-0.25,10,-7.75,-9.5,12,-4.75,6,-9.25,-10.5,2.25,-0.5,-1.75,-7.75,-12.25,-6.75,3.75,10.25,12.25,12.25,-10.5,10.25,-6.25,-0.5,5.5,6.25,-5,11.25,-6.5,-10.5,-5,0.75,-6.25,4.25,-8.75,-8.75,1,-12.5,9,11.25,12.25,-8.75,1,9.75,-12.25,9.75,-2.75,10.75,0.25,7.5,1.25,-5,2.75,-6.5,1,8.5,-8,8,-10.25,-8.5,-7.25,-3.25,7.5,-8.25,-11.25
-6.25,6.25,8.25,2.5,3.75,-0.75,5,-0.75,-1.25,11.25,2.5,12.25,-6.75,10.5,-6,-2.5,9.75,-5.75,0.75,-12,-2,-11,-4,-2,-10.25,-6,0.5,-3.5,12,5,-4.75,1.5,-0.25,-2.25,-2.25,4.5,-6.5,-4,-4.25,10.75,11.5,-1.75,-12.25,12,2.25,-4,-1.75,10.25,8.25,6.25,9.75,-12,12.5,5.25,-10.75,-7.25,5.25,4.75,-10.25,6.75,-10.25,-6.5,-5.25,11,7.75,-6.25,2.25,-10.75,5.75,-11,-1.75,-8.25,-0.5,-7.5,1,1.5,7.75,0.25,7.5,-5.25,2.5,-10,-5.75,-6,-9,0.5,-0.75,-8.75,-0.5,11.75,-1.75,10.5,10.75,-10.75,1.5,-11,6,10.25,1.5,-9,9.75
8.5,-2.25,7.25,-3.5,-0.75,-1.25,4.25,7.5,-7.5,12.25,-9.75,-11.25,5.5,-9.25,-6.75,-5,11.5,-4.75,-5,3.75,-2,8.5,-9.25,3,-11.75,-12,-12.5,5.75,-9.75,12,4,-10.25,-2.5,6.75,3.5,11.75,-5.25,9,12.5,-0.5,2.5,6,-11.75,11.75,-6.75,-6.75,11.75,2.25,-0.75,-7.5,-8,3.25,5,6.75,-3.75,-3.5,7.5,-0.5,2.75,4.5,11.25,-11,6,-11.5,8.25,2,10.5,-1,-4,-0.75,-3.5,-3.5,8.5,2.5,-4.75,-0.25,9.25,-6.25,-12,10.25,-6.75,11.5,-8.75,9.75,8.5,-7.25,-7,0.5,3.25,-6.5,11.25,7,-0.5,-0.75,1.25,-10,-8.75,-8,0,0.75,-8.75
118,-11.25,-6.75,-6.75,5,4.25,-25,0.25,10.25,5.75,-3,-4,8.75,-12.25,9.5,-6.25,10.25,-4.75,11.5,7.5,-6.5,-12.25,2.75,-9.5,-9,-10.5,6.25,10.5,-5.5,8,1.25,4.5,-4.75,-12.5,-11,-11.75,-11.25,4,-10,8.25,-11.75,-2.25,2,-10.75,12,3,-5,10.5,-5.25,-10.5,3.25,-2.25,6,6.75,0.75,-9.75,4.5,-10,9,-3.5,-3.25,-9.75,-8.75,3,-5,-3.75,11.25,-2.5,12.5,-8.5,-10,-0.5,-5.25,7.75,6.75,4.25,0,-2.25,0,7.25,-9.75,-10,1.5,0.25,11.75,-1.25,2.75,-7.75,-6.25,-9.75,1,5.75,7.75,4.75,-8.75,11.25,-7.25,-11.75,-3.75,3.5,4
41.75,-8.75,5.25,8,-0.75,7.5,0.25,4.5,4.5,12,10.5,-10.25,9,6.25,6,8.25,-9.25,12.25,10.75,-10.75,1.5,3.25,-8,-6.25,-6.5,-7.75,9.75,3.75,-5.75,-11.75,-4.5,-2.5,-2.5,-5.5,-10.25,-5.25,-7.75,-7.75,-2.75,8,-8.75,1.25,0,-2.25,12.5,-3,1.75,-1.75,-1.5,-3.75,-8,-11,8.25,-4,-6.25,6,-6.75,2.5,4.75,-3,-2.75,-4.25,-11.5,-0.25,2,-7,1.75,-4.5,-6.25,4.75,-9.25,12.25,-7.25,-7.5,-6,8,-12.25,-6,4,2.5,10,2,5,9,5.75,-1.75,2.25,1,10.75,7,7.75,-0.75,-2,-12.25,-8.75,-1.25,12.25,0.75,1.5,-5.5,-8.75
143.5,7,1.5,4.5,-1.25,-7.5,10.25,4.5,5.5,-3,-4,-6,-6.25,10,-11.75,-1.25,-8.25,12,3.75,-8.5,-10.25,-1.75,4,-10.5,-1.75,-1.75,12.5,-6.5,-9.5,-12.5,12,-10.5,5.25,-2.5,-11.25,-5.5,11.5,8.5,-1.75,-10.75,2.5,-6.75,-3.25,2.25,-10.75,-10,-11,-6.25,-12.5,-8.5,-10,6.75,-6.5,-5,-1.25,4.25,-6.75,-3.5,-7.25,-3,-12,-10,11.5,-4,-1.25,-9.75,6.75,1.5,-6.5,10.25,-1.75,6,-7,0.25,9,-2.25,7.75,-0.75,-5.75,10.5,-8.75,-11.5,1,12,9,9.5,7.25,0,-3.75,-9,-11,-7.25,-7.5,-11.25,7.5,3.75,-3.5,10.25,-11.5,12.5,4.5
33,7,-2.5,7.5,11.25,12.25,5.75,12,-3,-11.75,-3.75,11,-1,-1.5,-9,-2.75,0.25,-10.5,-9.5,11.75,-4.75,1.75,-8.75,-10.25,-3.5,2,-5.75,-1.25,10.5,-4,8.75,-1.25,7,-9,10.75,5,-1.75,1,2.5,-0.25,-12.25,-3.75,-1.5,12.5,-3,1,-10.5,-1.5,1.5,0.5,-9,10.5,2.25,3,-11,-8.25,4.75,-7,-8.25,0.75,-3,-10,0,-6,9,9.5,-3.5,-7.75,-8.75,1.75,9.25,-7.75,-6.5,11.75,-7.5,-9.75,3,7.75,3,-2,-2.5,-6.5,5.5,11.75,-1.75,4.5,6,3.75,-0.5,0.75,5.25,-5.5,4.5,-12,-5.25,9.75,-12.5,4.25,-7.25,2.5,-3.25
-24.75,-8.25,-3,-4.5,2.5,-9.75,-3,10.5,-4,-3.75,-24.25,1.25,0,3.75,5.25,4,12.5,-1.75,4.25,-0.75,10,3.5,-10.75,-1,-7.25,-3.25,-9.75,-7.75,-5.75,-4.5,11,-10.5,-1.75,6.25,5.5,-6.25,5.5,-6,8.25,-3.5,0,-3.5,-2.75,3,-7.5,1.5,12.25,12.25,0.5,-2.75,6.5,12.5,3,-4.25,-2.5,-8.5,10,-2,-9.5,5,7.5,-6.5,6.5,12.5,6.5,2,-9.5,6.5,-7.25,-7.75,-2.75,-12.25,7.5,4.75,10.25,7.75,0.5,-6.75,6,-11.25,8.75,8.25,3.25,-5.5,-10,4.25,-3.75,7.75,-11.75,-2.75,9.75,5.75,6,1.75,-8,-2.75,-3.5,4.25,5,12.5,5
13.75,-10.25,-12,6,12.25,-11.25,-4,-10.25,-6,11,1.25,-20.5,12.5,-5.75,0.75,-1.5,3.5,-9.75,-12,12.5,1,-9,-4.5,4,-2.25,0,2,2.25,12.25,-11.5,-3.25,11,12,-9.5,9,-2,5.25,-3.25,-11.5,-8,-3.75,-11.75,-0.5,-12,9.25,9.75,0.25,11.25,4.5,-12.5,0.75,-3.75,-5.75,-6,-11,3,-11.25,-6,5.75,1.5,-11.75,-0.75,-11,11.5,-8.75,7,10.25,10.25,11.5,-4.5,12.25,10.5,12.5,8.25,4.5,8,4,-2,4.5,2.75,-4.5,-10.25,3.25,10.5,2.5,11.75,-11.75,8.25,-3.75,8.75,-9.25,-5,-2.5,1.5,-6.75,6.25,9.5,-8,2.75,-4,-4.25
-49,3.75,7.75,-9.25,-6.75,5.5,8.75,9,-6.25,-1,0,12.5,-20.25,11.5,2.5,8.5,-2.25,5.25,5,1.75,-10.5,9.5,10.5,-10.25,5.5,-1.25,4.5,0.75,4.5,-8.75,11.75,-7.75,10.25,0.5,9.25,6.25,11.5,-12.5,-11.75,11.5,-11.5,3.25,7,9.75,-4.25,-3,5.75,2.25,-10,3,0,11.75,-11.25,-12.5,1,4.5,-8.25,6,11.5,12,10.5,5.5,-11.5,1.75,8.75,-9.25,-2.25,12.25,6.25,5.5,10.5,-6.75,11.25,-2.5,4.5,-12,0,7.5,-11.75,-3.75,-10.5,-8.75,-7.75,-2.5,-5.75,-10.25,-7.5,-4.5,5.75,-3.5,-8.75,10.5,-8.75,-6.25,-5.5,-6.5,10.25,3.5,2.25,4,-1.5
-42.5,-11.5,0.75,1.25,10.5,-9.25,-12.25,6.25,10,-1.5,3.75,-5.75,11.5,22.5,6.5,-1.75,4.25,1,11,9.75,-7.25,7,-9.75,-9.25,-11.75,4.5,1,9.25,10.5,9,-11.75,-7.5,4.25,8,-11.5,-0.5,4,1.25,5.25,-12,7.75,-9.5,-5.25,-1.75,-8.5,4,5.5,11,-1,5.75,2.5,-8.5,-12,-1,12.25,3,-4,-11.5,6,-5.75,2.5,-5.5,5.75,-3.75,-0.25,5.75,6,4,7,-1.5,4.75,1,3,-6.25,8.5,-1.5,-12.5,-8,10.5,-11,-1,2,10.25,8,-7.25,-7.5,-11.75,-6.5,-3,1.5,-1.75,-11.25,-1,-2.75,10.5,12.25,5.25,-10.25,-3,12.5,10
