123,-21.5,24.75,58.75,-59.25,-159.5,21.5,-125.75,-127.25,150.5,34,-53.75,-11,8.75,52.25,-21.75,32,90.5,-22.25,62.25,-82.5,170.25,-57.75,-192.25,-5,-108.25,-20.25,-117,-67.5,-26.25,68.25,-36.75,-22.25,-109.25,-3,-134.25,39.75,-104.25,66.75,-80,2.25,148,-26.25,20.75,99,7.75,46.75,59,62.5,-108.75,104.75,-154.75,20,69,-30.25,72.75,35.5,99.25,-23.75,104.5,-12.75,145,-109,-67.75,38,81.25,36.5,-6.75,-58,1.5,-109.25,82,-25.5,8.25,-70.75,-81.5,93.25,28.75,-14.75,-76.25,26,80.25,0.25,-107.25,-9.75,-60,-5.25,-84,33.5,76,22.75,67.5,-39.25,52,-36.75,9.5,43.25,90.75,-69.5,26.25,158.75
-21.5,25,6,-0.25,-10.5,11,1.5,10.25,3.5,3.5,-9.25,-6.75,11.75,-4,11,10,11.25,4,12.25,-6.75,9.25,-8.5,3.25,8.25,-9,-4.75,11.25,8,4.75,-8.5,2.5,-8,-0.5,-0.75,10.25,0.75,-4,6,-0.25,-12.25,-5.75,0.25,-11.75,1.5,-0.25,5,9,6,-6.75,-1.25,-9.5,-0.75,-11.5,0.5,-1.25,-5.5,4.25,-12,-7.5,-8,9.5,-7.75,12.5,11.75,-3.5,-12,-12.25,-0.75,8,-10,9,12.5,-6.75,-1.25,-8.25,11,-10.75,-9.75,10,-0.5,-1,-4,6.25,11.75,3,-6,6,0.75,1.25,-12.5,-7,0.75,-2.75,-5,12,8,-4.75,-8.25,-4.5,-1,-8.25
24.75,6,21.5,-11,-2,3.5,4.75,9,-2.75,11,11,-12.5,-10.25,0,9.75,-7,6.25,-4.75,4.5,2,1.75,6,8,-1.25,12.5,-8.25,11.25,2,-9.5,0.5,3.5,-3.5,-7,5,5,3.5,-6.75,-7,-12.5,5.25,8.25,-4.75,8,-10.25,9.75,5.25,-11.75,-8,5.5,9.25,0,-12,-10.75,-10.75,6.25,2.5,-3.5,6,6.25,5,6.5,-2.75,0,-11.5,-7,2.25,11.25,-7.75,-9,5.5,-10,-8,6,-6.75,8,4.5,9,-5.75,-0.25,5.75,-1.75,-10.25,-5,-10.25,-3,-9.25,5,1.75,3.5,-8,0,-5.5,-11.25,12.25,7.5,-3.5,-0.25,-10.75,-10.25,6,-9.5
58.75,-0.25,-11,-7.5,3,2.5,-12,-10.25,-5,-2,10.75,12,7.5,-8.25,8.75,-6.5,-9.5,1,-6,1.75,-2.5,2.25,0.5,11.75,-6.75,11.25,-10.75,9.25,1.75,-12,4.25,3.5,2.5,-8.5,-5.75,-7,10.5,5.5,-10,-12,1.75,-10,-3.25,12,-6.75,-9.5,-11,-2.75,-5.75,2,-12.5,4.75,6,6.75,12.5,12.5,-1.25,1.25,-3.5,-8.5,3.5,3.5,2.25,-4.25,2,-4,7.75,8.5,-0.75,6,1.75,1.75,8.5,-7,-10.25,-10,-7,-1,3,-1.75,-1.25,-1.75,-8.75,-1.5,2.75,12,3,-11.75,0.25,-3.5,5.75,-7.5,7.5,3.75,-4,4.75,-12,-0.25,0.75,7.5,1.5
-59.25,-10.5,-2,3,11.5,2.75,-2.25,2.75,-0.25,4,6,9.75,7.75,1.25,-3.5,2.5,6.75,-0.75,11.25,10,8.25,-4,2.25,5.5,4.5,-12,-5.5,-3.25,9.75,0.5,-3.25,5.75,11.25,-3,8.25,11.75,-9.25,-0.5,-6,-7.25,-10,-11.5,-7,-1.5,8.75,-6,-0.25,4,3.75,12,1,1.5,-9.75,-10.75,-9.5,-3.5,-10.75,11.75,4.5,-7.75,7.25,-12,5,4,-4.75,10.5,11.5,-4,11.75,-1.25,5.5,10.25,-8.5,-0.75,-11,0.25,-4.75,2.75,-10.5,-3.5,11.5,4.5,2.25,2.25,-9.5,8.5,0,-12.25,2.75,-1.5,-0.25,4,12.5,-12.5,8.5,4.5,-7.75,-1.75,0.25,-9.5,12.25
-159.5,11,3.5,2.5,2.75,16.5,11.75,9.25,10.5,-7,1.75,-6.75,6.25,4.5,2,10.75,-1.5,-3.25,-6.25,3.25,-3,12.25,7.5,11.5,-1.25,1.5,9.75,9,4.5,1.25,-2.25,10,-11.5,-10.5,11.5,-10,5,-1.75,-4.25,2.75,8.75,3.5,-4,9.75,-12,10.5,12.5,-5.25,11.25,-6.5,-12,8.75,0.5,3.5,10.75,10.75,6.5,-11.25,3,-5,6.75,7.25,6.25,10,-10.25,-5.5,-4.5,-11.25,-0.5,0,-8.75,-3.25,-7.5,0.25,-0.5,2.75,-10.25,-0.75,4.25,6.75,2,7,10.25,12.25,3.75,7.5,-9.25,8.5,3.25,-6.25,-4.25,6.5,-11.25,11.25,8.5,-12.25,-1,-9.25,0,-5.5,-1
21.5,1.5,4.75,-12,-2.25,11.75,-25,0,4,3.5,-0.25,10.75,1,1.5,9.5,5,6.75,-6.25,1.25,0.75,5,4.25,0.25,4.5,10.25,4.5,6.25,-10,-11.75,6.5,-8.25,11.75,8,1.5,-12.5,10,-9.75,11.75,-1,9.25,-9.75,-11.5,-11,-4,-10,0.25,2.25,4,-6.25,-9.5,-10.75,-0.25,9,6.25,11.25,4.5,11.75,7.25,-4.5,-6,-8.75,-4,1.75,8.75,-6.25,-0.5,-4.25,2.5,-7,-9.25,7.25,-5.75,10.75,-10.25,-7.75,0.5,8.5,-8.75,-11.25,-2,7.25,1.75,-2.75,11.25,4,-5.75,0.25,2,-0.75,-6.75,8.5,-10.5,0.75,-2.25,-12.25,12.5,-0.75,4.25,-8.75,3.25,-10.75
-125.75,10.25,9,-10.25,2.75,9.25,0,11.75,-2.25,-10,4,7.25,9.5,-5,-2.25,12.25,-3.75,-4.25,1.25,-4,-2.75,6,10.25,10.5,5,-0.75,9.5,11.75,-9,1.5,2.25,8.25,2.5,2.25,-12.25,-0.5,2,-6.5,2.5,1,-9.5,-11,-5.5,-11.5,-9.75,11,11.5,11,-0.25,8,-3.75,-4,1,10.75,-9,-7.75,-12,-11,-5,-6,-3,5.25,-12.5,5.5,-11,-9.25,3,-3.25,10.5,9,4.5,-9.75,-3.5,4.75,10.5,-4.75,7,7.75,11.75,11.5,9.5,-5.5,11.75,3.75,0.75,2.5,11.5,3,4,-4.75,9.25,5.5,-8.75,1.5,-6.5,8.25,4.25,11.25,3,-0.5,1.75
-127.25,3.5,-2.75,-5,-0.25,10.5,4,-2.25,17.25,8,-8.75,-9,-9,12.25,-4,-8.5,7.5,1.25,11.75,-12.25,4.5,-11.5,8.75,-1.25,11,2.5,4.25,7.75,10.25,7,4.25,-12.5,9,8.25,-9.75,5,12.5,1,11,10,11.5,-3.5,10.75,0.25,7.25,-6.75,10,7.75,7,-9.25,-1,12,-12,5,2.75,-8,-12,-11.5,2,11,-1.25,7.25,-1.5,2.25,11,-9.5,0.75,-8.25,7.75,-1.75,-8.5,3.5,-3.5,11.25,1,5.25,-7.5,0,5,12.5,-9.5,-1.25,-5.5,-1.5,-10.25,12.25,6.5,-8.5,2.5,-9.5,7.25,-0.75,7.5,-9.75,-4.75,-2.5,-0.5,-4.5,-4,9.75,9
150.5,3.5,11,-2,4,-7,3.5,-10,8,-23.75,2.5,6.75,-11.25,-5.75,-12.25,-6,-2.75,4.5,4.5,9.75,5,-11,-6.5,-6.75,-8.75,-8.25,5,-3,9.5,-3.25,-7.5,-8.5,-7.75,-1,4,9,11,-2.75,11.5,-5.75,-1.25,-6,8.25,-7,-3.25,11.25,-9.5,-8.5,8.5,0,-6.5,-4.5,3,0.25,1.5,-6.5,9,2,-6.5,-5.5,8,4.5,-8.5,7.75,3.75,9.5,-3.25,-6.5,-1,5.75,-7.5,-6.5,-12,7,-6.5,-6.75,3.25,6.5,8.75,5.5,-11.5,2,0.5,-7,-11.5,6,3.5,-8,-5.75,-5.5,-2.25,-9,9,-12.5,-11.75,-10.25,-12.5,0.5,-9.25,-2.5,5.25
