-1167,-16.75,-29,-13,20.75,32.75,-41.75,-58.75,-34,147.25,46.5,30.75,123.25,-1,-11,27,131.25,-132.75,129.5,-68.5,114.5,230.25,-56.5,-66.75,28.75,-70.25,9.25,-26.5,105.5,3.75,118.25,12.25,-89.75,-107.5,-73.25,-51,-14,-37.75,13.75,138.75,17.25,34.25,-127.25,3.75,27.75,-136.5,59.25,95.75,107.5,65.25,71.5,-74.75,-24.75,21.5,105.75,-105.25,58,2,-20.25,-58.75,52.5,-83.75,64.5,-19.25,31,-91.5,-6.25,12.75,-5.5,-73,83.75,-133.75,-70,-42.5,46.5,112,-11,19.25,-8.75,-108.25,3,-47.5,-102,-3.75,13.75,-57,-58.5,-85,35.25,24,2.75,99,149.5,68.75,141.5,-87,-31.75,44.25,-8.75,30,-62,-39,35.75,-15.25,38,10.5,58.5,-46.5,107,138.75,53.5,-132.25,54.75,17.5,46,179,-2.25,133.75,84.75,2.25,18.75
-16.75,25,4.75,-1.5,-2.25,4.25,7.75,0.75,-7.25,-7.5,3.75,-8.5,0,7.75,4.75,4,-0.75,5.25,-5.25,10.75,0,-8.5,-4.25,8.25,0,-9.25,-9.75,5,1,5.75,-10.5,-1,8.5,0,12.25,10,-3,-3.25,0.75,3.5,0,0,5.5,0,4.5,-1.5,-10.25,-3.75,0.75,-8.25,7,-0.75,0,-0.5,-5.75,4.75,-8.75,0,-5.75,3.5,-4.25,-7,3,-6.25,-2.25,-4.25,0,-9.25,-12,10.25,-2.75,11.5,11.5,0,8.5,7.75,-9.25,-11,-4,-10.25,0,0,0.5,-6,12.5,-8.5,-6.75,9.25,5,-3.75,0,2.25,0,-3,-5,5.5,0,6.25,8.5,-9.75,-4.5,5.25,3.5,6.25,-12.5,0,-9.75,0,4.25,11,-0.25,9.25,-10.5,1,9.5,2.25,-5,8.75,3.25,-4.5,-9.5
-29,4.75,-14.25,-1,-5.5,12,4.25,4,-12.25,-1.25,0.5,-1.25,0,-10.25,6.25,2,-2.5,9.5,0,0,9,5,0,-10.25,0,-6.25,11.75,9,0,5.75,10.25,0,3,2.5,-7.75,0,8.25,0,-9.25,-0.5,0,-8,-9,-9.5,-12.5,0.5,0,-9.5,1,-10.25,-1.25,-1.5,0.5,-8.5,10.5,2,-3.75,0,-0.5,0,-9.75,-3.5,0,-2.75,6,-12.5,7.75,5.25,6,-0.25,7.25,11.75,0.5,-6.75,-10,11.75,5.5,12.25,6,2,0.75,10,4.75,-9,-10.75,-3,0,-5.25,-3.75,-0.75,3.75,-8.25,-1.25,0,0,-0.5,10.25,4.75,-0.5,8.75,-7.5,10.25,0,-2.75,-5.25,11,12.5,8.25,-1.5,-3,-0.25,4.25,0,2.75,6.5,-9.75,12,-9.5,-1,0,-0.25
-13,-1.5,-1,-19.75,3.25,9,11.75,9,-6.75,-6.75,2.5,0,5,0,-4.75,8.75,12.5,11,2,0,7.75,-9,6.25,-3.25,-3.75,9.25,-9.75,-4.5,-8,-12.5,8.5,0,-4,-10,1.5,2.75,0,0,-10,0,8.75,1,8.75,0,0,9,-8,0,2.5,0,0,-4.5,11,-3.75,0,9.75,0,-12.5,-1,0,5,8.5,12.5,12.5,-6,5.75,0,7.75,8.25,-8.25,-7.75,11.25,0,3.5,10.25,5.5,-11.25,0,-8,-3.5,0,5.25,9.25,9.25,0,-7.75,-9.75,-0.5,0.5,-10,-4.75,-10.75,-8.5,-6.75,0,-8.5,7,-8,0,0,-11,9.75,0,-10.5,-8.5,0,1.5,7.75,3.5,-12.25,12.25,-6.75,5.5,-2,-9.5,-1.75,4.25,12.25,7.75,3.75,-11.5
20.75,-2.25,-5.5,3.25,-22.5,0,-11.75,-0.75,-5,4.25,-1.75,-12.25,5.75,8,-12.5,8.25,-3.25,6,0,-1,-9.5,5.25,11.75,1.75,-3,0,-9,-2.5,9.25,0,-1.75,0,2.75,8.5,3.75,0,5.5,10,-9.75,0,8,0,4.75,-2.25,-5,0,-10.75,0.75,-6.5,0,-9.5,0,-7.5,-7.25,-5,-1,-5.5,-6.5,0,9,5.5,7.5,1.25,-2.75,0,2.5,7.25,-2.75,0,8.25,-2.75,12.25,11.25,-9.25,0,-5,1.5,2,6.75,5.25,0,8.75,-6,1.75,0,1,8,-4.25,-5,0,0.75,0,1.5,-11,-1.5,8.25,7,0,0,-2.75,10.75,10.75,3.25,-8.25,-0.5,-10.5,-11.5,0,-7.5,-1,-5.25,11.5,-11.5,-7.5,0,-3.25,11.75,-8.25,0.75,3.5,11
32.75,4.25,12,9,0,-17.5,8,-4.25,1.5,0,0,-10,8.75,-9,0,5.75,-2.25,0,10.25,2.75,-7.75,0,8.5,-5.5,-9,0,10,10.25,11.75,7.25,-6.5,7.5,-1.25,-5.25,0,-2.5,6.5,0,-11.75,-0.25,-7,0,-1.75,7.5,1,0,-9,4,-11.5,-7,-7.75,4.75,0,-2,-9.25,2,12.25,-1.5,0,5.25,-7,0,-10,-6.5,2.75,-7.5,3.5,0,0,3.75,0,7,-6,-9.75,-0.25,0,9,10.75,6,0,-0.75,-1,-1.75,0,3,-6,-2.25,-0.5,0,6.5,9.25,0,-12,1.25,-2.75,-11.25,-0.5,-3.5,-4,8.5,10.25,9.25,0.75,11,-6.5,-12.5,4.5,-8.25,-9.5,0,-6.5,3.5,6.75,0,-6,5.25,-7.75,-11.25,-5,0,0
-41.75,7.75,4.25,11.75,-11.75,8,8,0,0,-2.5,0,-4.75,-12.5,0.25,-5.5,-8,-1.75,3.5,5,7.25,-3.25,-0.75,8.5,-5.5,6.25,0,4,-0.75,-4,1.5,-2.5,0.5,-3,6.25,0.25,-8.75,7.25,0,9,8,-11,7,-11.75,0,-1,2,7.75,-5.5,-4,0,1.75,-6.75,-4.5,5.25,1,1.75,0,0,11.25,-5.5,-5.75,2.5,0,-3.75,-1.25,-5.25,6.5,6,-2.5,0,8.25,11.25,2.25,-4.75,6.5,5.75,9.25,-6.75,-5.5,-2,0,3.5,-12.5,-9.75,3.75,11.25,-3,0,2.75,-1.25,12.25,2.5,-8.25,7.25,0,0,0,-5.75,-10,0,11.25,8.5,0,12,5.75,-4.75,-3.5,1.5,9.75,-3.5,-8.25,-7.75,-2.5,0,0,0,4.25,-11.5,-10.5,11.75,-4
-58.75,0.75,4,9,-0.75,-4.25,0,-7.5,6.25,-9.25,-3.5,4,0,0,-11.5,1,-5.25,11,-3.5,0.75,-10.75,10.25,6,4,6,0,5.25,0,12,4.5,0,1.25,2.25,-0.75,-4.25,-3,7.75,5.25,7.5,11.5,-9.75,-12.5,11,-11.25,-3,9.75,-7.25,12.5,0,0,4.5,3.5,-5,-2.75,-7,1.5,4,6.5,4.75,-0.75,-10.5,6.75,5.25,4.5,3.5,5,11.75,-9.5,-4.25,-0.25,-4.5,0,9.75,0.5,-12,2.75,-4.5,4.5,-10.25,8.75,0,2.25,-5.75,-2.25,0,1.25,7.25,0,-1.25,0,2.25,1.5,10,-11.75,0,8,7,-3,-1.75,8.25,-6.25,3.25,-12.25,6.75,-10.5,0,0,0,-5.25,1,-4,2.25,7.25,7.25,0,0,-7.5,-9,-4.25,6,0
-34,-7.25,-12.25,-6.75,-5,1.5,0,6.25,-20.75,-3,9.25,-7,0,-10,6.25,5.25,5,11,4.75,7.75,12.25,0,6.5,7.75,-10.25,0,-3,-6.5,0,-6.25,-5.75,4.75,-12.25,-4.25,0,0,-12,0.25,10,-4.5,-11.5,-5.5,-9.75,0,0,2.25,-0.25,12,0,4.75,0,4.75,-0.5,7,7.5,3.75,1.25,10.75,-8.25,-0.5,-12,9.75,3.75,0,-5.5,9.25,0,-9.25,0,0,0,-11.75,0,10.75,0,-9.25,0,0,-7.5,10,4,-6.75,0,11.25,-7.5,11.75,5,0,0,3,3.75,9.25,-12,-8.25,0,0,7.5,0,-8,7.25,5.75,5,1.5,-12.5,-0.25,-0.5,11.5,3.5,-6.5,0,-2.25,-7.25,-0.5,11,6.75,8.5,12,3.5,10.75,0,-4
147.25,-7.5,-1.25,-6.75,4.25,0,-2.5,-9.25,-3,-25,2.25,1.25,-12,0,0,-2,3,4.75,-1.5,-5.75,-9,12,9,0,-6.25,-3.75,-10.5,0,-4.5,11.5,-3,-2.5,0,-2,0.25,0,0,-4.5,-7.75,-8.5,6.5,9.5,-0.25,0,10.5,-2.5,9,-12,7.75,12.25,0,-5,0,-5.25,-5.75,0,0,4.75,11.75,7,0,-3,-6.75,-5,-9.25,-10,9.5,6.25,2.5,7.5,-7.5,0.25,-7.75,3,-10,1.75,7.75,-7.25,0,-5.75,10,-7.25,-2.25,-10,-2.75,8.5,-11.75,0,-6.25,-3.25,9.25,0,0,-7,-5,3.75,-11.75,-7.25,0,-9.25,9.25,-7,-8.25,-9.5,7.25,-6.75,0,1.75,-7,10.5,0,3,0,-10.25,-6.5,5.25,-8,0,10.5,-3.25,0
