2185,-157.25,-66.5,-6.25,35,36.5,13,23.75,37.75,57.25,105,2.5,-50.75,12.5,48.75,-146.5,-81.75,54,-35.75,27,-19,20.5,27.25,30,-14.75,-38,12.75,-48.75,19,0.5,13,-19.75,-31,2.5,-96.5,-25.25,86.75,-67.75,-33.75,-140,15,-52.75,-158.25,100.75,-4,52.25,29.5,-100,56,-29.25,-82.5,-155.75,9,-31,-76,-6.75,-90.5,-44.5,28,56.75,15.5,-49.5,-8.5,-8.5,176.75,26.75,52.25,45.25,-116.5,-32,107,197.75,-96.5,56.75,-29.25,79.75,-37,79.5,7.75,76,-137.75,-13,-36,19.25,-84.75,-2.25,-95.5,58.25,-32.5,-10.5,-93.5,-11,-9.25,15.25,19.25,86.5,-59,-17,-122,-105.5,41.25,43.5,-33.5,-64.75,-50.5,-3.75,2,88,-39.75,-88.75,-129.75,-73.5,-15.75,-83.75,-154.75,80,-38.75,-117.75,12.25,103.25,-36.75,38.5,104,125.75,33.75,80.5,-13,-2.75,-40.25,17,29.5,76.75,47.75,-69.5,-60.25,-75.5,-162.25,-132.25,92,72,-63.75,110.25,-29.5,-5.25,-7.5,122.25,-20.5,-52.75,167.25,-10.75,80.5,-32,-87.75,26.75,-10,84.5,-14.75,-39.25,-14.25,64.25,-139,-115.5,14.25,-42.25,17.75,28.75,90,-66,-42,-88.25,34.5,46,65.75,-47.5,-92,0.5,45.25,3.25,-54.75,-122,-51,105,-76.75,-130.25,21.5,91.75,25.5,65,23.25,-28.75,-2,72.5,75.5,-97.5,-47.5,-69.75,-29,-58,28.75,-65.5,75.5,-11.5,90.5,-91.75,51.5,-37,13.25,-5.75,-31.75,-62.75,-182.75,-94.75,-11,-119.5,-85.25,-233.25,42.5,-33.25,-12,136,-133.75,78.75,42.25,-33.5,31.75,-40.5,32.75,-139.5,-28,177.25,88.5,-120.25,65.25,19.25,-26.5,57.5,77,-13.5,-6.75,-19,-92.75,91.25,-14.25,-38,42.75,-74.25,-10.25,8,16.75,8.75,99.25
-157.25,0,0,0,0,0,0,-13.75,0,0,0,0,0,21.5,-17.75,0,0,0,0,0,0,0,0,17,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,11.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.5,0,0,0,15.25,0,0,0,0,0,0,0,0,0,-10.5,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,13.25,0,0,0,0,0,0,0,23.25,0,0,-5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,11.75,0,11.5,0,10.25,0,0,0,0,0,0,0,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,-23.25,0,0,0,0,0,0,-7.5
-66.5,0,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,-22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,0,-15.75,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,-3.5,-13.5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,-0.25,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.25,8.25,-15.75,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.25,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,7,0,0,0,0,0,0,0,0,0,-15.25,0,0,0,0,19.5,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.75,-1.5,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,-8.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,15.5,0,0,0,0,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.25,0,0,0,0,-20.75,0,0
35,0,0,15,0,0,0,0,-20.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.25,0,0,23.5,0,0,0,0,0,9.5,0,0,0,11.25,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.5,5.75,0,0,-11.5,0,0,0,0,0,0,0,0,0,24.5,-12,0,0,0,0,0,0,0,-12,0,-23.75,0,0,18.5,0,-18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,24.75,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.25,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,0,-12.5,0,0,0,0,0,0,0,0,22.5,0,10,0,0,0,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.75,0,0,0,0,0,0,0,0,0,0,0,0,0
36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-10.25,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,4,0,2,-16,9,0,-17.5,0,0,0,0,-22.25,0,0,-14.75,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,8.5,21,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0,0,0,-4.75,0,0,19.25,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,3.75,0
13,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,-1.75,0,0,0,0,0,-17.5,0,0,0,0,0,0,-6,0,0,5.75,0,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,19.25,0,0,0,0,-4.25,0,0,6.25,0,-6.25,11,-3.5,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.5,0,0,0,0,-22.25,-7.75,0,0,-12.75,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,23.5,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,-18.25,0,0,0,-14.25,0,0,0,0,0,0,-17.5,0,0,0,0,0,7.5,0,0,0,-11
23.75,-13.75,0,0,0,0,0,0,0,-21.5,0,0,0,0,0,0,-2.25,0,0,0,0,0,0,0,0,0,0,0,0,19.25,-8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75,0,0,0,0,-22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,0,0,0,0,0,0,0,0,-5.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,-19,0,0,0,-20.25,0,0,0,0,0,0,0,19.75,0,0,0,0,0,0,21.75,0,7.5,0,0,0,0,0,-18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.25,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,-20.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.75,0,0,0,-20.5,0,0,0,0,0,0,0,1.25,-16.5,0,0,0,0,0,0,0,0,0,-20.25,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,5,0,0,0,0,0,0,15.5,0,0,0,0,-11,0,0,0,0,-14.5,-12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,15.25,0,0,0,0,0,0,9.75,0,0,-6.75,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,-7.5,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-13.75,-13.5,0,0,15.25,0,0,0,0,-11.25,0,-10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.25
57.25,0,0,0,0,0,0,-21.5,0,-17.25,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.25,0,-19.75,10.75,0,-7.25,0,0,0,0,0,0,-2.75,0,0,0,0,0,0,0,0,-17.5,0,0,0,0,9.25,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.25,0,0,0,0,0,0,0,0,0,-24,0,0,0,0,0,0,0,0,15.5,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-4.75,0,0,0,0,0,0,0,-20.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,-13,0,0,-2,0,-12.75,0,0
