method,trial,seed,energy,cut,gap,relative_error,ground_hit,target_hit,best_replica,runtime_sec
qefem,0,3289218920,-24.832099671786473,,0.18708018614370658,0.0074774707726643925,False,,3883,71.04411870799959
lqa,0,3289218920,-24.444051742992357,,0.5751281149378222,0.02298748872679483,False,,0,0.10349679199862294
qefem,1,3345798870,-24.838459360751294,,0.1807204971788856,0.007223278229146417,False,,5835,73.96373404201586
lqa,1,3345798870,-24.41546810391954,,0.6037117540106394,0.024129957793931622,False,,0,0.10518070799298584
qefem,2,92671970,-24.84456354920963,,0.17461630872054812,0.006979297871157077,False,,819,71.40365420799935
lqa,2,92671970,-24.323788388102315,,0.6953914698278645,0.027794335137146808,False,,0,0.1035166250076145
qefem,3,1497625350,-24.850433300320095,,0.16874655761008484,0.006744687818237905,False,,7103,71.5641265840095
lqa,3,1497625350,-24.51381636044075,,0.5053634974894301,0.020199043308338025,False,,0,0.10444091699901037
qefem,4,773775888,-24.835036693200188,,0.18414316472999204,0.007360079977666625,False,,7768,76.52392829200835
lqa,4,773775888,-24.436839256179244,,0.5823406017509356,0.023275767033840423,False,,0,0.10733479200280271
qefem,0,1011931291,-49.237429632844844,,0.7374120303520613,0.014755665166921688,False,,1187,77.77591870800825
lqa,0,1011931291,-48.34544100195325,,1.6294006612436576,0.032604418683803475,False,,0,0.10664995800470933
qefem,1,2718802505,-49.17495056668605,,0.799891096510855,0.01600587555437761,False,,700,77.61421575001441
lqa,1,2718802505,-48.517877880427065,,1.45696378276984,0.029153944950720982,False,,0,0.1076679159887135
qefem,2,3573940176,-49.21307785216465,,0.7617638110322531,0.015242945964013743,False,,6779,77.62911533401348
lqa,2,3573940176,-48.468509640838874,,1.5063320223580305,0.030141806801708033,False,,0,0.10830987500958145
qefem,3,1209545457,-49.14196035657853,,0.8328813066183756,0.016666011915186043,False,,6414,77.6281374169921
lqa,3,1209545457,-48.21821845953043,,1.7566232036664715,0.03515015045980838,False,,0,0.10655920900171623
qefem,4,2488575271,-49.142639309970036,,0.8322023532268688,0.016652426011381033,False,,3161,77.61049816699233
lqa,4,2488575271,-48.67938659310961,,1.2954550700872929,0.025922144562617155,False,,0,0.10467033399618231
qefem,0,2327127638,-73.32511036810428,,1.9362219263323084,0.025726649626098053,False,,156,77.60011941700941
lqa,0,2327127638,-72.28282916032023,,2.9785031341163517,0.03957547711836781,False,,0,0.10752225000760518
qefem,1,833054802,-73.35363084732239,,1.9077014471141922,0.025347697003966167,False,,4345,77.57743104198016
lqa,1,833054802,-71.91385944228566,,3.347472852150929,0.04447799088986336,False,,0,0.1071828750136774
qefem,2,2652443598,-73.30920809773136,,1.9521241967052276,0.025937943658347,False,,1378,77.61113549998845
lqa,2,2652443598,-72.05976477928826,,3.2015675151483265,0.04253934148578699,False,,0,0.10462179200840183
qefem,3,3407890748,-73.28385307530664,,1.9774792191299468,0.026274836743437835,False,,793,77.87056833298993
lqa,3,3407890748,-72.47940367662024,,2.781928617816348,0.036963584526153705,False,,0,0.10572795799816959
qefem,4,4232521992,-73.38476218006564,,1.8765701143709492,0.024934053878151553,False,,4250,77.9048642499838
lqa,4,4232521992,-72.38438881153556,,2.8769434829010265,0.038226050419169814,False,,0,0.1085964999801945
qefem,0,319434431,-96.73116574022349,,3.7374073793748863,0.03719976569116648,False,,3386,77.76010174999828
lqa,0,319434431,-95.64156502393854,,4.827008095659835,0.048044955211155795,False,,0,0.10698629199760035
qefem,1,4186663100,-96.7069694403313,,3.7616036792670684,0.037440600204297056,False,,5574,77.5387067499978
lqa,1,4186663100,-95.25209389494204,,5.216479224656339,0.05192150204469025,False,,0,0.10630687497905456
qefem,2,880668454,-96.97820305351974,,3.49037006607864,0.03474091407592385,False,,1207,77.82125112498761
lqa,2,880668454,-95.6461605079131,,4.82241261168528,0.047999214699154254,False,,0,0.10921470800531097
qefem,3,2287686569,-96.71006689357048,,3.7585062260278903,0.03740977013333058,False,,7797,78.23211212499882
lqa,3,2287686569,-95.22018820819645,,5.248384911401928,0.05223907086999454,False,,0,0.10557670801063068
qefem,4,594151381,-96.69617011329733,,3.7724030063010474,0.03754808980725104,False,,5120,78.62117087500519
lqa,4,594151381,-95.18141313843964,,5.287159981158737,0.052625013145801036,False,,0,0.107918374997098
qefem,0,1872603464,-119.19548401181231,,6.063741916462575,0.04840954326138623,False,,4105,78.39076879201457
lqa,0,1872603464,-117.67732701725382,,7.581898911021071,0.06052966442058781,False,,0,0.10420241698739119
qefem,1,2112195880,-119.1924992352058,,6.066726693069086,0.04843337205790314,False,,1848,77.97630529201706
lqa,1,2112195880,-117.96740790499975,,7.291818023275141,0.05821381993411435,False,,0,0.10483129200292751
qefem,2,3823126789,-119.23634072129275,,6.022885206982139,0.04808336601433992,False,,3934,78.234398917004
lqa,2,3823126789,-118.83298985753666,,6.426236070738227,0.05130349499699109,False,,0,0.1062139580026269
qefem,3,528527005,-119.2300703092951,,6.029155618979786,0.04813342549659505,False,,4140,77.69477995802299
lqa,3,528527005,-118.35669988576187,,6.902526042513017,0.05510592925478795,False,,0,0.10708837499259971
qefem,4,3810997053,-119.24461317627839,,6.014612751996495,0.04801732333425518,False,,542,77.83174466600758
lqa,4,3810997053,-116.64044559816597,,8.618780330108919,0.06880754903470462,False,,0,0.10705458399024792
qefem,0,975242444,-140.98555999004518,,9.041953673440503,0.06026863641639601,False,,7009,77.99932050000643
lqa,0,975242444,-138.61428905182777,,11.41322461165791,0.07607421020958843,False,,0,0.10450099999434315
qefem,1,595446487,-141.07898714770698,,8.948526515778696,0.05964590292318245,False,,6435,77.60408966700197
lqa,1,595446487,-139.2537144041601,,10.773799259325585,0.07181215629215455,False,,0,0.10630675000720657
qefem,2,992676274,-141.0763842242672,,8.951129439218477,0.059663252563766506,False,,3646,77.63558912498411
lqa,2,992676274,-139.03460435363746,,10.992909309848216,0.07327262207721114,False,,0,0.10643195797456428
qefem,3,1315236548,-141.05307246205052,,8.974441201435155,0.05981863581079523,False,,1976,78.44240112500847
lqa,3,1315236548,-139.26119567621805,,10.766317987267627,0.07176229029174386,False,,0,0.10514866700395942
qefem,4,3508491911,-141.06282641204717,,8.964687251438505,0.059753621402714535,False,,2995,78.2010717090161
lqa,4,3508491911,-138.40629169908493,,11.621221964400746,0.07746060492922217,False,,0,0.10689462500158697
qefem,0,811850594,-162.32656077614539,,12.493953094722286,0.07146731706755552,False,,6190,78.13423920900095
lqa,0,811850594,-158.95662785923227,,15.863886011635401,0.09074384727729015,False,,0,0.10575845799758099
qefem,1,4281290857,-162.40386627602555,,12.416647594842118,0.07102511781891774,False,,614,77.87751170800766
lqa,1,4281290857,-160.21530752887122,,14.60520634199645,0.08354400761448787,False,,0,0.1067210829933174
qefem,2,2559764399,-162.05007640368592,,12.77043746718175,0.0730488498427291,False,,4731,78.78021912497934
lqa,2,2559764399,-159.90494323789963,,14.915570632968041,0.08531933869034115,False,,0,0.1066860829887446
qefem,3,404942209,-162.33716162310316,,12.483352247764515,0.07140667860629574,False,,504,109.02798399998574
