step,discrete_energy,gap,entropy
0,15.411569707236488,165.43908337072216,
1,15.411569707236488,165.43908337072216,
2,15.411569707236488,165.43908337072216,
3,9.775040061258604,159.80255372474429,
4,1.9084849403495943,151.93599860383526,
5,-17.178260092205676,132.84925357128,
6,9.524286310945087,159.55179997443076,
7,-2.0571556108199553,147.97035805266572,
8,4.168586435895055,154.19610009938074,
9,14.560640938366017,164.5881546018517,
10,-10.476388229179904,139.5511254343058,
11,-28.33480078422324,121.69271287926244,
12,1.7469717441955324,151.7744854076812,
13,-4.830344678203066,145.19716898528262,
14,-14.128925357929685,135.898588305556,
15,12.583766293296602,162.61127995678228,
16,13.285361133792907,163.3128747972786,
17,-5.710075004359636,144.31743865912605,
18,16.979682875028516,167.0071965385142,
19,14.78101426539755,164.80852792888322,
20,-12.371279662276846,137.65623400120884,
21,10.315431149287933,160.34294481277362,
22,6.163420327693834,156.19093399117952,
23,-2.1589449030162084,147.86856876046946,
24,1.6558448897584648,151.68335855324415,
25,19.82078440658748,169.84829807007316,
26,2.4324037754390804,152.45991743892475,
27,-20.760430230232604,129.26708343325308,
28,2.6892002329767477,152.71671389646244,
29,-4.307829201581367,145.7196844619043,
30,-11.544551119376385,138.48296254410928,
31,8.742060146548027,158.7695738100337,
32,-16.158499579695892,133.86901408378978,
33,-14.884778605409124,135.14273505807654,
34,-1.7078087786407377,148.31970488484495,
35,-11.179390182831938,138.84812348065373,
36,-15.17878370357452,134.84872995991117,
37,-17.406968571909168,132.6205450915765,
38,-14.81563951775605,135.21187414572964,
39,-11.459414971748306,138.56809869173736,
40,-13.46152721856595,136.56598644491973,
41,-23.25600540595417,126.77150825753151,
42,-19.745082077257205,130.28243158622848,
43,-7.801488742493537,142.22602492099213,
44,-27.213511714462896,122.81400194902278,
45,-16.2028420228189,133.8246716406668,
46,-25.686551544502468,124.34096211898321,
47,-25.932671843215772,124.0948418202699,
48,-5.83995265120441,144.18756101228126,
49,-33.16802389213621,116.85948977134947,
50,-22.882498151977423,127.14501551150826,
51,-17.890194014218288,132.1373196492674,
52,-45.1465465990992,104.88096706438648,
53,-14.771923981448367,135.2555896820373,
54,-39.01291912835757,111.01459453512811,
55,-21.190310090684175,128.8372035728015,
56,-37.429103016278304,112.59841064720737,
57,-36.04657650372492,113.98093715976076,
58,-31.42776315627717,118.59975050720851,
59,-50.02017262164339,100.0073410418423,
60,-29.840539683198607,120.18697398028706,
61,-31.79451303892451,118.23300062456117,
62,-31.628595954838282,118.39891770864739,
63,-47.71462265404521,102.31289100944048,
64,-23.10130695941367,126.926206704072,
65,-33.49981054601004,116.52770311747564,
66,-48.954724088612636,101.07278957487304,
67,-39.16480246235268,110.862711201133,
68,-55.54765606554871,94.47985759793697,
69,-39.580106020060214,110.44740764342546,
70,-51.02137155772303,99.00614210576265,
71,-46.0925356383973,103.93497802508838,
72,-52.66940531371443,97.35810834977124,
73,-47.172223970484104,102.85528969300157,
74,-58.64301138813613,91.38450227534955,
75,-40.94797336305355,109.07954030043213,
76,-47.38831418222752,102.63919948125816,
77,-41.47300398465272,108.55450967883296,
78,-35.029809859015,114.99770380447067,
79,-48.531095072362284,101.49641859112339,
80,-45.44543466574535,104.58207899774033,
81,-37.191970455693344,112.83554320779234,
82,-60.871635880657536,89.15587778282814,
83,-45.30852031970625,104.71899334377943,
84,-42.15903333877672,107.86848032470895,
85,-63.44017851535959,86.58733514812609,
86,-44.61725502096626,105.41025864251941,
87,-57.60357389100797,92.42393977247771,
88,-49.80691949016353,100.22059417332216,
89,-58.11293331148235,91.91458035200333,
90,-56.84186188536553,93.18565177812015,
91,-53.04682696679649,96.98068669668919,
92,-52.178004524022185,97.84950913946349,
93,-64.63629921609498,85.3912144473907,
94,-39.08978326939467,110.937730394091,
95,-50.901741242866514,99.12577242061917,
96,-59.43011208251083,90.59740158097485,
97,-44.63058670695578,105.3969269565299,
98,-57.871430582270754,92.15608308121492,
99,-52.852729235841885,97.1747844276438,
100,-55.42256288040933,94.60495078307635,
101,-44.61203560954594,105.41547805393974,
102,-59.56298595873784,90.46452770474784,
103,-50.039631930951174,99.9878817325345,
104,-58.64958038789108,91.3779332755946,
105,-56.02422993891665,94.00328372456903,
106,-57.86912043284394,92.15839323064174,
107,-52.107218243795714,97.92029541968996,
108,-52.9542671235131,97.07324653997259,
109,-43.308792974768615,106.71872068871707,
110,-41.14280640599772,108.88470725748796,
111,-58.18703067918396,91.84048298430172,
112,-44.99009477771056,105.03741888577511,
113,-57.050164931107645,92.97734873237803,
114,-45.42869714719188,104.5988165162938,
115,-59.472767447590755,90.55474621589492,
116,-51.461991598970215,98.56552206451546,
117,-71.18922045178367,78.83829321170201,
118,-60.41436027715028,89.6131533863354,
119,-54.52629238437715,95.50122127910853,
120,-66.88022522271727,83.1472884407684,
121,-51.473707962215585,98.5538057012701,
122,-62.68860440624283,87.33890925724285,
123,-51.88703265914507,98.14048100434061,
124,-53.17657754661206,96.85093611687361,
125,-61.37635371993364,88.65115994355205,
126,-67.25779804589536,82.76971561759032,
127,-56.469622753547895,93.55789090993778,
128,-61.64448265413991,88.38303100934577,
129,-69.13091932253575,80.89659434094993,
130,-67.62832367554351,82.39918998794217,
131,-68.38977664311105,81.63773702037463,
132,-67.45786474037575,82.56964892310992,
133,-61.331064051180675,88.696449612305,
134,-61.49677923054384,88.53073443294184,
135,-54.673178625258025,95.35433503822765,
136,-62.247924769459274,87.7795888940264,
137,-63.570495990989514,86.45701767249616,
138,-60.018097601743094,90.00941606174258,
139,-71.18378304996006,78.84373061352562,
140,-57.137472078476875,92.8900415850088,
141,-61.17964032737528,88.8478733361104,
142,-58.84737091808603,91.18014274539965,
143,-53.100011148919876,96.9275025145658,
144,-59.396954745866935,90.63055891761874,
145,-68.74979455384405,81.27771910964162,
146,-61.40560310898134,88.62191055450434,
147,-59.28051533045013,90.74699833303555,
148,-58.2736498337682,91.75386382971749,
149,-72.88754152355685,77.13997213992883,
150,-61.30052358558667,88.72699007789902,
151,-70.11515972292412,79.91235394056156,
152,-58.74649744496617,91.28101621851951,
153,-70.11853878016504,79.90897488332064,
154,-53.6908416014953,96.33667206199038,
155,-59.38019021756307,90.64732344592261,
156,-65.08931231921473,84.93820134427095,
157,-65.01750597232635,85.01000769115933,
158,-57.56990129620047,92.45761236728521,
159,-62.538125840150684,87.489387823335,
160,-58.947400187677566,91.0801134758081,
161,-72.40720814428119,77.62030551920449,
162,-55.77557727337785,94.25193639010783,
163,-62.05887990611163,87.96863375737405,
164,-56.34131719896911,93.68619646451657,
165,-73.61079008811771,76.41672357536797,
166,-55.14998072851509,94.87753293497059,
